"show_id","actor_id"
"80045922","123"
"80045922","124"
"80045922","125"
"80045922","126"
"80045922","127"
"80045922","128"
"80045922","129"
"80045922","130"
"80244601","131"
"80244601","132"
"80244601","133"
"80244601","134"
"80244601","135"
"80244601","136"
"80244601","137"
"80244601","138"
"80244601","139"
"70241607","140"
"70241607","141"
"70241607","142"
"70241607","143"
"70241607","144"
"70241607","145"
"80988892","146"
"80988892","147"
"80988892","148"
"80988892","149"
"80988892","150"
"80988892","151"
"80239639","152"
"80239639","153"
"80239639","154"
"80239639","155"
"80239639","156"
"80239639","157"
"80239639","158"
"80239639","159"
"80239639","160"
"80239639","161"
"80239639","162"
"80159586","163"
"80159586","164"
"80159586","165"
"80159586","166"
"80159586","167"
"80159586","168"
"80159586","169"
"80159586","170"
"80159586","171"
"80159586","172"
"80152447","173"
"80152447","174"
"80152447","175"
"80152447","176"
"80152447","177"
"80152447","178"
"80152447","179"
"80152447","180"
"80221550","181"
"80221550","182"
"80221550","183"
"80221550","184"
"80221550","185"
"80221550","186"
"81154455","187"
"81154455","188"
"81154455","189"
"81154455","190"
"81154455","191"
"81154455","192"
"81154455","193"
"81154455","194"
"81154455","195"
"81154455","196"
"81113928","197"
"81113928","198"
"81113928","199"
"81113928","200"
"81113928","201"
"81113928","202"
"81113928","203"
"81113928","204"
"81052275","205"
"81052275","206"
"81052275","207"
"81052275","208"
"81052275","209"
"81052275","210"
"80178151","211"
"80178151","212"
"80178151","213"
"80178151","214"
"80178151","215"
"80178151","216"
"80058026","217"
"80058026","218"
"80058026","219"
"80058026","220"
"80058026","221"
"80058026","222"
"80058026","223"
"80058026","224"
"80058026","225"
"80058026","226"
"70303496","227"
"70303496","228"
"70303496","229"
"70303496","230"
"70303496","231"
"70303496","232"
"70303496","233"
"70303496","234"
"80162141","235"
"80162141","236"
"80162141","237"
"80162141","238"
"80162141","239"
"80162141","240"
"80162141","241"
"80162141","242"
"80095641","243"
"80095641","244"
"80095641","245"
"80095641","246"
"80095641","247"
"80095641","248"
"80095641","249"
"80095641","250"
"80095641","251"
"80095641","252"
"81176188","253"
"81176188","254"
"81176188","255"
"81176188","256"
"80159880","257"
"80159880","258"
"80159880","259"
"80159880","260"
"80159880","261"
"80159880","262"
"80159880","263"
"80159880","264"
"80159880","265"
"80159880","266"
"81016044","267"
"81016044","268"
"81016044","269"
"81016044","270"
"81016044","271"
"81016044","272"
"81016044","273"
"80158838","258"
"80158838","274"
"80158838","275"
"80158838","263"
"80158838","276"
"81016045","257"
"81016045","277"
"81016045","278"
"81016045","279"
"81016045","280"
"81016045","281"
"81016045","282"
"81016045","283"
"81016045","284"
"70142798","285"
"70142798","272"
"70142798","133"
"70142798","286"
"70142798","287"
"70142798","288"
"70142798","289"
"70142798","290"
"70142798","291"
"70142798","139"
"70062814","292"
"70062814","293"
"70062814","294"
"70062814","295"
"70062814","296"
"70062814","297"
"70062814","298"
"70062814","299"
"80158839","285"
"80158839","300"
"80158839","301"
"80158839","260"
"80147760","302"
"80147760","303"
"80147760","304"
"80147760","305"
"80147760","306"
"80147760","307"
"80147760","308"
"80147760","309"
"80177405","310"
"80113482","311"
"80113482","312"
"80113482","313"
"80113482","314"
"80113482","315"
"80113482","316"
"81160036","317"
"81160036","318"
"81160036","319"
"81160036","320"
"81160036","321"
"81160036","322"
"81160036","323"
"81160036","324"
"81173255","325"
"81173255","326"
"81173255","327"
"81173255","328"
"81173255","329"
"81078908","330"
"81078908","331"
"81078908","332"
"81078908","333"
"81155784","334"
"81155784","335"
"81155784","336"
"81155784","337"
"81155784","338"
"81155784","339"
"80201906","340"
"80201906","341"
"80201906","342"
"80201906","343"
"80201906","344"
"80201906","345"
"80201906","346"
"80201906","347"
"80201906","348"
"80201906","349"
"80201906","350"
"80201906","351"
"80201906","352"
"80201906","353"
"80201906","354"
"80201906","355"
"80052612","356"
"80052612","357"
"80052612","358"
"80052612","359"
"80052612","360"
"80052612","361"
"80052612","362"
"80052612","363"
"80052612","364"
"80052612","101"
"80052612","365"
"80052612","366"
"80113641","367"
"80113641","368"
"80113641","369"
"80113641","370"
"80113641","371"
"80113641","372"
"80113641","373"
"81054495","374"
"80996949","375"
"80996949","376"
"80996949","377"
"80239337","378"
"80239337","379"
"80239337","380"
"80239337","381"
"80239337","382"
"80239337","383"
"80239337","384"
"70212504","385"
"70212504","146"
"70212504","386"
"70212504","387"
"70212504","388"
"70212504","389"
"70212504","390"
"70212504","391"
"70212504","221"
"70212504","392"
"80116921","393"
"80116921","394"
"80116921","395"
"80187061","396"
"80187061","397"
"80187061","398"
"80187061","399"
"80187061","400"
"80187061","401"
"80187061","402"
"80187061","403"
"80187061","404"
"80187061","405"
"80184358","406"
"80184358","407"
"80184358","408"
"80184358","409"
"80184358","410"
"80184358","411"
"80184358","412"
"80184358","413"
"80184358","414"
"80184358","415"
"80198585","416"
"80198585","417"
"80198585","418"
"80198585","419"
"80198585","420"
"80198585","421"
"80198585","422"
"81011955","423"
"81011955","424"
"81011955","425"
"81011955","426"
"81011955","427"
"81011955","428"
"81011955","429"
"81011955","430"
"81011955","431"
"81011955","432"
"81011955","433"
"80128722","434"
"80128722","435"
"80128722","436"
"80128722","437"
"80128722","438"
"80163293","439"
"80163293","440"
"80163293","441"
"80163293","442"
"80104068","443"
"80104068","444"
"80104068","445"
"80104068","446"
"80104068","447"
"80104068","448"
"80104068","449"
"80199032","450"
"80180449","451"
"80180449","452"
"80180449","453"
"80180449","454"
"80180449","455"
"80180449","456"
"80019931","457"
"80019931","458"
"80019931","459"
"80019931","460"
"80019931","461"
"80019931","462"
"80019931","463"
"80200087","464"
"80200087","465"
"80200087","466"
"80200087","467"
"80200087","468"
"80200087","469"
"80200087","470"
"80200087","471"
"81053892","472"
"81053892","473"
"81053892","474"
"81053892","475"
"81053892","476"
"81053892","477"
"81053892","478"
"81053892","479"
"81053892","480"
"81002850","481"
"81002850","482"
"81002850","483"
"81002850","484"
"81002850","485"
"81002850","486"
"81002850","487"
"81002850","488"
"81004470","489"
"81004470","490"
"81004470","491"
"81004470","492"
"81004470","493"
"81004470","494"
"81004470","495"
"81004470","496"
"81004470","497"
"80157072","498"
"80157072","499"
"80157072","500"
"80157072","501"
"80157072","502"
"80157072","503"
"80157072","504"
"80157072","505"
"80157072","506"
"81002864","507"
"81002864","508"
"81002864","509"
"81002864","510"
"81002864","511"
"81002864","512"
"81002864","513"
"81002864","484"
"81002864","514"
"81002864","515"
"81002864","516"
"81016750","517"
"81016750","486"
"81016750","518"
"81016750","519"
"81016750","520"
"81016750","521"
"81016750","522"
"81016750","523"
"81016750","524"
"81016750","525"
"81002866","481"
"81002866","484"
"81002866","526"
"81002866","527"
"81002866","528"
"81002866","529"
"81002866","530"
"80225885","531"
"80225885","532"
"80225885","533"
"80225885","534"
"80225885","535"
"80225885","536"
"80225885","537"
"80225885","538"
"81132443","539"
"81132443","540"
"81132443","541"
"81132443","542"
"81132443","543"
"81132443","544"
"81132443","545"
"81132443","546"
"80218107","547"
"80218107","548"
"80218107","549"
"80218107","550"
"80218107","551"
"80218107","552"
"80218107","553"
"80231903","554"
"80231903","555"
"80231903","556"
"80231903","557"
"80231903","558"
"80231903","559"
"80220715","560"
"80220715","561"
"80220715","562"
"80220715","563"
"80220715","564"
"80220715","565"
"80220715","566"
"80220715","567"
"80220715","568"
"80220715","569"
"80220715","570"
"80220715","571"
"80241248","572"
"80241248","573"
"80241248","574"
"80241248","575"
"80241248","576"
"80241248","577"
"80241248","578"
"80241248","579"
"80241248","580"
"80241248","581"
"80241248","582"
"80241248","583"
"81012295","584"
"81012295","585"
"81012295","586"
"81012295","587"
"81012295","588"
"81012295","589"
"81012295","590"
"81012295","591"
"81012295","592"
"80060037","593"
"80060037","594"
"80060037","595"
"80060037","596"
"80060037","597"
"80060037","598"
"80060037","599"
"80060037","600"
"60003155","601"
"60003155","602"
"60003155","603"
"60003155","604"
"60003155","605"
"60003155","606"
"60003155","607"
"60003155","608"
"60003155","609"
"60003155","610"
"60003155","611"
"60003155","612"
"60003155","613"
"60003155","614"
"60003155","615"
"81177238","616"
"81177238","617"
"81177238","618"
"81177238","619"
"81177238","620"
"81177238","621"
"81177238","622"
"81177238","623"
"70270775","624"
"70270775","625"
"70270775","626"
"70270775","627"
"70270775","628"
"70270775","629"
"70270775","630"
"70270775","631"
"70270775","632"
"70270775","633"
"70270775","634"
"81025403","635"
"81025403","636"
"81025403","637"
"81025403","638"
"81025403","639"
"81025403","640"
"81025403","641"
"81025403","642"
"81025403","643"
"81025403","644"
"81025403","645"
"81025403","646"
"81025403","647"
"81025403","648"
"81025403","649"
"80215923","650"
"80215923","651"
"80215923","71"
"80215923","652"
"80215923","653"
"80215923","654"
"80215923","655"
"80151483","656"
"80151483","657"
"80151483","658"
"80151483","659"
"80151483","660"
"80151483","661"
"80151483","662"
"80151483","663"
"80151483","664"
"80151483","665"
"80151483","666"
"80151483","667"
"80151483","668"
"80151483","669"
"80151483","670"
"80151483","671"
"80173625","672"
"80173625","673"
"80173625","674"
"80173625","675"
"80173625","676"
"80173625","677"
"80173625","678"
"80173625","679"
"80173625","680"
"80173625","681"
"80173625","682"
"80173625","683"
"80173625","684"
"80173625","685"
"81075519","686"
"81075519","687"
"81075519","688"
"81075519","689"
"81075519","690"
"80166318","691"
"80166318","692"
"80166318","693"
"80166318","694"
"80166318","695"
"80166318","696"
"80166318","697"
"80166318","698"
"80166318","699"
"81186758","700"
"81186758","701"
"81186758","702"
"81186758","703"
"81186758","704"
"81186758","705"
"81186758","706"
"81186758","707"
"81186758","708"
"81186758","709"
"81186757","700"
"81186757","701"
"81186757","702"
"81186757","703"
"81186757","704"
"81186757","705"
"81186757","706"
"81186757","707"
"81186757","708"
"81186757","709"
"80108976","115"
"80108976","710"
"80108976","711"
"80108976","712"
"80108976","713"
"80108976","714"
"80108976","715"
"80108976","716"
"80108976","717"
"80108976","718"
"80208155","719"
"80208155","720"
"80208155","721"
"80208155","722"
"80208155","723"
"80208155","724"
"80208155","725"
"80208155","726"
"80208155","727"
"80208155","149"
"80208155","728"
"80208155","729"
"80208155","730"
"80208155","731"
"80208155","732"
"80162144","733"
"80162144","734"
"80162144","735"
"80162144","736"
"80162144","737"
"80162144","738"
"80162144","739"
"80162144","740"
"80162144","741"
"80162144","742"
"81053953","743"
"81053953","744"
"81053953","745"
"81053953","746"
"81053953","747"
"81053953","748"
"81053953","749"
"81053953","750"
"81074113","751"
"80992496","752"
"80992496","753"
"80992496","754"
"80992496","755"
"80992496","756"
"80992496","466"
"80992496","757"
"80992496","758"
"70304191","759"
"70304191","760"
"70304191","761"
"70304191","762"
"70304191","763"
"70304191","764"
"70304191","765"
"70304191","766"
"70304191","767"
"70304191","768"
"80103311","769"
"80103311","770"
"80103311","771"
"80103311","772"
"80103311","773"
"80103311","774"
"80103311","775"
"80103311","776"
"81176200","777"
"81176200","778"
"81176200","701"
"81176200","704"
"81176200","779"
"81176200","780"
"81176200","781"
"81176200","782"
"80238106","783"
"80238106","784"
"80238106","785"
"80238106","786"
"80238106","787"
"80238106","788"
"80238106","789"
"80238106","790"
"80238106","791"
"80208906","792"
"80208906","793"
"80208906","794"
"80208906","795"
"80208906","796"
"80208906","797"
"80106966","798"
"81004814","799"
"81004814","800"
"81004814","801"
"81004814","802"
"81004814","803"
"81004814","804"
"81004814","805"
"81004814","806"
"81080769","807"
"81080769","537"
"81080769","808"
"81080769","809"
"81080769","810"
"81080769","811"
"81080769","812"
"81080769","813"
"81080769","814"
"81080769","815"
"70267838","816"
"70267838","817"
"70267838","818"
"70267838","819"
"70267838","820"
"70267838","821"
"70267838","822"
"70267838","823"
"70267838","824"
"70267838","825"
"70267838","826"
"70267838","827"
"70267838","828"
"80211380","829"
"80211380","830"
"80211380","831"
"80211380","832"
"80211380","833"
"80211380","834"
"80211380","835"
"80196586","836"
"80099204","837"
"80099204","838"
"80099204","839"
"80099204","840"
"80099204","841"
"80099204","842"
"80059432","843"
"80059432","844"
"80059432","845"
"80059432","846"
"80059432","847"
"80059432","848"
"80059432","849"
"80059432","850"
"80059432","851"
"81172721","852"
"81172721","853"
"81172721","854"
"81172721","855"
"81172721","856"
"81172721","857"
"81172721","858"
"81172721","859"
"81172727","860"
"81172727","861"
"81172727","862"
"81172727","863"
"81172727","864"
"81172727","865"
"81172727","866"
"81172727","867"
"81172727","858"
"81172727","868"
"81172727","869"
"81172727","870"
"70153543","871"
"70153543","872"
"70153543","873"
"70153543","874"
"70153543","875"
"70153543","876"
"70153543","877"
"70153543","878"
"70153543","879"
"81172728","880"
"81172728","881"
"81172728","882"
"81172728","853"
"81172728","883"
"81172728","865"
"81172728","852"
"81172728","884"
"81172728","885"
"81172728","886"
"81095101","887"
"81095101","888"
"81095101","889"
"81095101","890"
"81095101","891"
"81095101","892"
"81095101","893"
"81095101","894"
"81095101","895"
"81095101","896"
"81095101","897"
"80241960","898"
"80241960","899"
"80241960","900"
"80241960","901"
"80241960","902"
"80241960","903"
"80241960","904"
"80241960","905"
"80241960","906"
"80241960","907"
"80241960","908"
"80115346","909"
"80115346","910"
"80115346","911"
"80115346","912"
"80115346","913"
"80124522","914"
"80124522","915"
"80124522","916"
"80124522","917"
"80124522","305"
"80124522","918"
"80124522","919"
"80124522","920"
"80124522","921"
"80102952","922"
"80214464","923"
"80157073","924"
"80157073","925"
"80157073","926"
"80157073","927"
"80243600","727"
"80243600","928"
"80243600","929"
"80243600","930"
"80243600","931"
"81020513","932"
"81020513","933"
"81020513","934"
"81020513","935"
"81020513","936"
"81020513","937"
"81020513","938"
"81020513","939"
"81020518","940"
"81020518","941"
"81020518","352"
"81020518","942"
"81020518","943"
"81020518","944"
"81020518","945"
"81020518","946"
"81020518","947"
"81020523","948"
"81020523","949"
"81020523","950"
"81020523","771"
"81020523","951"
"81020523","952"
"81020523","953"
"81020523","954"
"81020523","955"
"81020523","956"
"81020523","957"
"81020523","958"
"81020523","959"
"80216172","960"
"80216172","961"
"80216172","962"
"80216172","963"
"80216172","964"
"80216172","965"
"80216172","966"
"80216172","967"
"80216172","968"
"80216172","969"
"80216172","970"
"81122669","971"
"81122669","972"
"81122669","973"
"81122669","974"
"81122669","975"
"81122669","976"
"81122669","977"
"81122669","978"
"81122669","979"
"81122669","980"
"80184771","981"
"81000389","982"
"81000389","983"
"81000389","984"
"81000389","985"
"81000389","986"
"81000389","987"
"81000389","988"
"81000389","989"
"81000389","990"
"81000389","991"
"81000389","992"
"81000389","993"
"81000389","994"
"81000389","995"
"81035117","996"
"81035117","997"
"81035117","998"
"81035117","999"
"81035117","1000"
"81035117","1001"
"81035117","1002"
"81035117","1003"
"80244627","1004"
"80244627","1005"
"80244627","1006"
"80244627","1007"
"80244627","1008"
"80244627","1009"
"80244627","1010"
"80244627","1011"
"80244627","1012"
"80244627","1013"
"80244627","1014"
"80244627","1015"
"80244627","1016"
"80244627","1017"
"80244627","1018"
"80244627","1019"
"80150502","1020"
"80150502","1021"
"80150502","1022"
"80150502","1023"
"80189183","1024"
"80189183","1025"
"80189183","1026"
"80189183","1027"
"80189183","1028"
"80189183","1029"
"80189183","1030"
"80189183","1031"
"80189183","1032"
"80997866","1033"
"80119815","1034"
"80119815","1035"
"80119815","1036"
"80119815","1037"
"80119815","1038"
"80119815","1039"
"80119815","1040"
"80119815","1041"
"80224294","1042"
"80224294","1043"
"80224294","1044"
"80224294","1045"
"80224294","137"
"80224294","1046"
"80224294","1047"
"80224294","1048"
"80224294","1049"
"80203776","1050"
"80203776","1051"
"80203776","1052"
"80203776","1053"
"80203776","1054"
"80203776","1055"
"80143797","1056"
"80143797","1057"
"80143797","1058"
"80143797","1059"
"80143797","1060"
"80143797","1061"
"80143797","1062"
"80143797","1063"
"80143797","1064"
"80143797","1065"
"80143797","1066"
"80143797","1067"
"80143797","1068"
"80161931","1069"
"80161931","1070"
"80161931","1071"
"80161931","575"
"80161931","1072"
"80161931","1073"
"80161931","1074"
"80161931","1075"
"80161931","1076"
"80057610","602"
"80057610","1077"
"80057610","1078"
"80057610","18"
"80057610","1079"
"80057610","1080"
"80057610","1081"
"80057610","1082"
"80057610","1083"
"80057610","1084"
"80057610","1085"
"80057610","1086"
"80057610","1087"
"80057610","16"
"80057610","1088"
"80017275","1089"
"80017275","1090"
"80017275","1091"
"80017275","1092"
"81107545","1093"
"81107545","1094"
"81107545","1095"
"81107545","1096"
"81107545","1097"
"81107545","1098"
"81107545","1099"
"81107545","1100"
"70118953","1101"
"70118953","1102"
"70118953","1103"
"70118953","1104"
"80190449","1105"
"80190449","1106"
"80190449","1107"
"80190449","1108"
"80190449","1109"
"80190449","1110"
"70259208","1086"
"70259208","1111"
"70259208","1112"
"70259208","1113"
"70259208","1114"
"70259208","19"
"70259208","1115"
"70259208","1116"
"70259208","1117"
"70259208","1118"
"70259208","1119"
"80163156","1120"
"80176878","70"
"80176878","1121"
"80176878","1122"
"80176878","1123"
"80176878","1124"
"80176878","1125"
"80176878","1126"
"80176878","1127"
"80176878","1128"
"80176878","1129"
"80176878","1130"
"80131375","1131"
"80131375","1132"
"80149143","1133"
"80149143","1134"
"80149143","1135"
"80149143","1136"
"80149143","1137"
"80149143","1138"
"80149143","1139"
"80149143","1140"
"81144925","1141"
"81144925","1142"
"81144925","1143"
"81144925","1144"
"81144925","1145"
"81144925","1146"
"81144925","1147"
"81144925","1148"
"80987075","1149"
"80987075","1150"
"80987075","1151"
"80987075","445"
"80987075","1152"
"80987075","1153"
"80987075","1154"
"80987075","1155"
"80987075","1156"
"80987075","1157"
"80192815","1158"
"80192815","1159"
"80192815","1160"
"80192815","1161"
"80192815","1162"
"80192815","1163"
"80192815","1164"
"80192815","1165"
"80192815","1166"
"80135278","1167"
"80135278","1168"
"80135278","1169"
"80135278","1170"
"80135278","1171"
"80135278","1172"
"80136452","1173"
"80136452","1174"
"80136452","1175"
"80136452","1176"
"80136452","1177"
"80136452","1178"
"80066798","1179"
"81147293","1180"
"81147293","1181"
"81147293","1182"
"81147293","1183"
"81147293","1184"
"81147293","1185"
"81147293","1186"
"81147293","1187"
"81147293","1188"
"70178604","1189"
"80991316","416"
"80991316","1190"
"80991316","1191"
"80991316","1192"
"80991316","1193"
"80991316","1194"
"80991316","1195"
"80991316","1196"
"80991316","1197"
"80991316","1198"
"80190588","1199"
"70124316","1200"
"70124316","1201"
"70124316","1202"
"70124316","1203"
"70124316","1204"
"70124316","1205"
"70124316","1206"
"70229037","1207"
"80219119","1208"
"80219119","1209"
"80219119","1210"
"80219119","379"
"80219119","1211"
"80219119","1212"
"80219119","1077"
"80037280","1213"
"80037280","652"
"80037280","1214"
"80037280","1215"
"80037280","1216"
"80037280","1217"
"80037280","1218"
"80037280","1219"
"80037280","1220"
"80037280","1221"
"80165072","1222"
"80058248","1223"
"80058248","1224"
"80058248","1225"
"80058248","1226"
"80058248","1227"
"80058248","1228"
"80058248","1229"
"80058248","1230"
"80058248","1231"
"80058248","1232"
"70307661","1233"
"70307661","1234"
"70307661","1235"
"70307661","1236"
"70307661","1237"
"70307661","1238"
"70307661","1239"
"70307661","1240"
"70307661","1241"
"70307661","1242"
"70117312","1243"
"70117312","1244"
"70117312","1245"
"70117312","1246"
"70117312","1247"
"70117312","1248"
"70117312","1249"
"70117312","1250"
"70117312","1251"
"70117312","1252"
"70117312","1253"
"70117312","1254"
"70117312","1255"
"70117312","1256"
"80092885","1257"
"80092885","1258"
"80092885","1259"
"80092885","1260"
"80092885","1261"
"80092885","1262"
"80092885","503"
"80108371","658"
"70129452","1263"
"70251519","1264"
"81174992","1265"
"81174992","1266"
"81174992","1267"
"81174992","1268"
"81174992","1269"
"81174992","1270"
"81030342","1271"
"70143865","1272"
"70143865","1273"
"70143865","1274"
"70143865","1275"
"70054723","1276"
"70054723","1277"
"81069393","1278"
"80012550","1189"
"81131761","1279"
"81131761","1280"
"81131761","1281"
"81131761","1282"
"81131761","1283"
"81131761","1284"
"81131761","1285"
"81131761","1286"
"81176196","1287"
"70143831","1288"
"81003648","1289"
"81003648","1290"
"81003648","1291"
"81003648","1292"
"81003648","1293"
"81016326","1294"
"81016326","1295"
"81016326","1296"
"80241102","1297"
"80241102","1298"
"80227777","1299"
"80227777","1300"
"80227777","1193"
"80227777","1301"
"80227777","1302"
"80227777","1303"
"80227777","1304"
"80227777","1305"
"80227777","1306"
"80227777","1307"
"81018233","1308"
"81018233","1309"
"81018233","1310"
"81018233","1311"
"81018233","1312"
"81018233","1313"
"81018233","1314"
"81016317","1315"
"81016317","1316"
"81016317","1317"
"81016317","1318"
"81016317","1319"
"81016317","1320"
"81016317","1321"
"81016337","1322"
"81016337","1323"
"81016337","1324"
"81016337","1325"
"81016337","1326"
"81016337","1327"
"81016337","1328"
"81016337","1329"
"81016337","1330"
"81018237","1331"
"81018237","1332"
"81018237","1333"
"81018237","1334"
"81018237","1335"
"81018237","1336"
"81018237","1337"
"81018237","1338"
"81018237","1339"
"81018237","1340"
"81018238","1341"
"81018238","1342"
"81018238","1343"
"81018238","1344"
"81018238","1345"
"81018238","1346"
"81018238","1337"
"81018238","1347"
"81016339","1348"
"81016339","1349"
"81016339","1350"
"81016339","1351"
"81016339","1352"
"81016339","1353"
"81016339","1354"
"81016339","1355"
"80067522","1356"
"80067522","1357"
"80067522","1358"
"80067522","1359"
"80067522","1360"
"80067522","1361"
"80067522","1362"
"80067522","1363"
"80067522","1364"
"80067522","1365"
"80192149","1366"
"80192149","1367"
"80192149","1368"
"80192149","1369"
"80192149","1370"
"80192149","1371"
"80192149","1372"
"80192149","1373"
"80142637","1374"
"80142637","1375"
"80142637","1376"
"80142637","1377"
"80142637","1378"
"80142637","1379"
"80192014","1380"
"80192014","1381"
"80192014","417"
"80192014","1382"
"80192014","1383"
"80192014","1384"
"80192014","1385"
"80192014","1386"
"80192014","1387"
"80192014","1388"
"80192015","1389"
"80192015","1388"
"80192015","1390"
"80192015","1384"
"80192015","1391"
"80192015","1392"
"80192015","1393"
"80202129","1394"
"80202129","1395"
"80202129","961"
"80202129","1396"
"80202129","1397"
"80202129","1398"
"80202129","1399"
"80202129","1400"
"80202129","1401"
"80202129","1402"
"80202129","1403"
"80088910","1404"
"80088910","1405"
"80088910","1406"
"70290909","1407"
"80033772","1408"
"81093951","700"
"81093951","701"
"81093951","702"
"81093951","703"
"81093951","704"
"81093951","705"
"81093951","706"
"81093951","707"
"81093951","708"
"81093951","709"
"80238013","1409"
"80238013","829"
"80238013","357"
"80238013","1410"
"81089941","122"
"81089941","1411"
"81089941","1412"
"81089941","1413"
"81089941","1414"
"81089941","1415"
"81089941","1416"
"81089941","1417"
"81000011","1418"
"81000011","1419"
"81000011","1420"
"81000011","1421"
"81000011","1422"
"81000011","1423"
"80243899","141"
"80243899","1424"
"80243899","1425"
"80243899","1426"
"80243899","1427"
"80243899","1428"
"80243899","1429"
"80243899","1430"
"80243899","1431"
"80243899","1432"
"80217733","1433"
"80217733","1434"
"80217733","1435"
"80217733","1436"
"80217733","1437"
"80217733","1438"
"80217733","1439"
"80217733","1440"
"80217733","1441"
"80217733","1442"
"80194704","1443"
"80194704","1444"
"80194704","1445"
"80194704","1446"
"80194704","1447"
"80999985","1448"
"80999985","1449"
"80999985","1450"
"80999985","1451"
"80999985","1452"
"80999985","1453"
"80999985","1454"
"80999985","1455"
"81002336","1456"
"81002336","1457"
"81002336","1458"
"81002336","1459"
"81002336","1460"
"81002336","1461"
"81002336","1462"
"81002336","1463"
"81002336","1464"
"81002336","1465"
"80188120","1466"
"80188120","1467"
"80188120","650"
"80188120","215"
"80188120","1468"
"80188120","1469"
"80188120","1470"
"80188120","1471"
"80188120","1472"
"80164779","1473"
"80164779","1474"
"80164779","1475"
"80164779","1476"
"80164779","1477"
"80164779","1478"
"80164779","1479"
"80164779","392"
"80164779","1480"
"80993613","1481"
"80993613","1482"
"80993613","1063"
"80993613","1483"
"80993613","1484"
"80993613","1485"
"80993613","1486"
"80993613","1487"
"80993613","1488"
"80993613","1489"
"80993613","1490"
"80993613","1491"
"80993613","1492"
"80993613","1493"
"80993613","1494"
"81092328","1495"
"81092328","1496"
"81092328","1497"
"81092328","1498"
"81092328","1499"
"81092328","1500"
"81092328","1501"
"81092328","1502"
"81092328","1503"
"81092328","1504"
"81092328","1382"
"81092328","1505"
"81183572","1506"
"81183572","1507"
"81183572","1508"
"81183572","1509"
"81183572","1510"
"81183572","1511"
"81183572","1512"
"81183572","1513"
"81183572","1514"
"81183572","1515"
"81037283","1516"
"81037283","1517"
"81037283","1518"
"81037283","1519"
"81037283","1520"
"81037283","1521"
"81037283","1522"
"81037283","1523"
"81037283","1524"
"81037283","1525"
"81037283","1526"
"80244973","1527"
"81095103","1528"
"81095103","1529"
"81095103","1530"
"81095103","1531"
"81095103","1532"
"81095103","1533"
"81095103","1534"
"81095103","1535"
"81095103","1536"
"81095103","1537"
"80217779","1538"
"80217779","1539"
"80217779","1540"
"80217779","1541"
"80217779","1542"
"80217779","1543"
"80217779","1544"
"80217779","1545"
"80217779","1546"
"80217779","1547"
"80217779","1548"
"80211572","1549"
"80211572","1550"
"80211572","1551"
"80211572","1552"
"80211572","1553"
"80211572","1554"
"80211572","1555"
"80211572","1556"
"80211572","1557"
"80211572","1558"
"80211572","1559"
"80211572","1560"
"80211572","1561"
"80211572","1562"
"80211572","1563"
"81161230","1564"
"81161230","1565"
"81161230","1566"
"81161230","1567"
"81161230","1568"
"81161230","1569"
"81161230","1570"
"81161230","1571"
"81002412","1572"
"81002412","1573"
