"show_id","pais_id"
"80094648","37"
"80094648","38"
"80094648","54"
"80066073","54"
"80066073","1"
"80123740","6"
"80123740","41"
"80123741","55"
"80094260","1"
"80094260","5"
"80123742","1"
"80123742","45"
"81197399","2"
"81000863","1"
"70082255","39"
"70082255","1"
"80197912","1"
"80117454","18"
"80095197","1"
"80045783","6"
"81185502","1"
"81185502","5"
"81185502","30"
"81123469","27"
"80990221","14"
"80202352","6"
"80235268","1"
"80992500","1"
"80241061","33"
"80185048","4"
"81025088","1"
"80081372","1"
"81136744","5"
"80221210","1"
"81132444","1"
"80182014","1"
"81010786","1"
"81078456","56"
"81078456","50"
"81105406","2"
"81121023","5"
"81061828","5"
"81062582","1"
"81017316","1"
"81110383","8"
"81110383","57"
"81200228","1"
"70218316","1"
"80995073","23"
"80995073","4"
"81018183","1"
"80219941","4"
"80064515","1"
"80062011","1"
"80197462","1"
"80197462","6"
"80197462","30"
"81034741","1"
"81075461","1"
"80205231","1"
"80235864","1"
"80158919","1"
"80135414","2"
"70299286","2"
"70258566","2"
"80017261","2"
"81038022","2"
"80186796","2"
"81071891","2"
"80224536","1"
"81017545","5"
"80994444","20"
"70295169","1"
"80039050","1"
"81027753","1"
"15815343","48"
"70295176","5"
"70295176","1"
"70295176","24"
"81043190","1"
"80131240","1"
"70170182","1"
"70082633","1"
"70049619","1"
"70109884","5"
"70198040","40"
"80091310","1"
"70114484","5"
"80169350","5"
"80066079","8"
"80117443","1"
"80010717","25"
"81020005","1"
"81035748","1"
"81035748","7"
"80135164","1"
"80118101","5"
"80113669","5"
"80222133","5"
"81029301","1"
"81025218","5"
"81025218","1"
"81025251","5"
"80224490","5"
"81025309","5"
"81025309","58"
"81025263","5"
"81025361","1"
"81025317","5"
"80209609","1"
"81094801","1"
"81191195","1"
"80235999","1"
"80215419","28"
"80236359","13"
"80236359","57"
"80236359","14"
"70118860","1"
"80017240","40"
"70118859","1"
"80236356","25"
"80236356","27"
"80236470","5"
"80236470","8"
"80236470","1"
"80236470","59"
"70213237","3"
"80236357","2"
"80237311","23"
"80237311","4"
"80236574","1"
"80236574","5"
"80236574","24"
"80046779","20"
"80046779","1"
"80995687","5"
"60001650","14"
"81172848","51"
"81034575","28"
"81025800","1"
"80207486","5"
"80226951","1"
"80216677","2"
"80239666","28"
"81011973","6"
"81031037","28"
"80144152","5"
"81035749","1"
"81035750","1"
"81035751","28"
"80148162","2"
"80211465","20"
"80171705","2"
"81172895","1"
"81172895","4"
"80206910","40"
"81172905","8"
"80217627","1"
"80178724","3"
"81132442","1"
"81020066","1"
"81193245","3"
"81172723","3"
"80990336","1"
"80990336","5"
"81172909","1"
"80214706","1"
"80994011","2"
"80208910","5"
"80208910","1"
"81172902","1"
"80208635","2"
"70125931","12"
"70125931","10"
"70125931","51"
"80222326","1"
"70235768","1"
"80177406","1"
"81077044","5"
"81077044","38"
"81077044","1"
"81053240","1"
"81167011","2"
"80043834","2"
"81157840","2"
"80244900","5"
"80211134","2"
"70271601","2"
"80136786","2"
"80136788","60"
"80136787","2"
"80136454","2"
"80204433","61"
"80089199","2"
"80043049","50"
"80044545","2"
"80070182","2"
"80176234","1"
"80176234","6"
"80992769","2"
"81191228","40"
"81191228","34"
"81154549","40"
"81154549","2"
"81192594","14"
"81006356","2"
"81006356","50"
"81025935","2"
"81020508","2"
"80241004","2"
"80201824","2"
"80203782","2"
"80201829","8"
"80201829","2"
"80201829","16"
"80201829","1"
"80201829","34"
"80126016","14"
"80202089","29"
"80203789","29"
"80193423","29"
"80201825","14"
"80202376","29"
"80028360","29"
"80203783","29"
"80142617","1"
"80201823","5"
"80201823","14"
"80190841","8"
"80115858","4"
"80183199","1"
"80158547","19"
"80158547","14"
"80206827","1"
"80202090","1"
"80203790","14"
"80158391","3"
"80201822","2"
"80123743","30"
"80123743","62"
"80123743","12"
"70258995","25"
"70208801","5"
"70260383","1"
"80123744","1"
"70204970","1"
"70105699","5"
"70105699","1"
"70124999","6"
"70124999","14"
"80088507","1"
"80990869","20"
"80187205","1"
"80075009","1"
"70293417","1"
"70293417","39"
"70293417","5"
"70293417","8"
"70280748","63"
"81034012","6"
"81191500","1"
"81019031","1"
"80180544","1"
"80148070","1"
"80155812","28"
"80183198","29"
"80158844","6"
"80158844","14"
"80164456","20"
"80239565","29"
"80216844","18"
"80187722","1"
"81021082","1"
"80191047","1"
"80191047","5"
"80201868","5"
"80189221","1"
"80240972","8"
"80103282","1"
"80103282","30"
"80103282","8"
"80134526","1"
"80127559","1"
"80005501","1"
"81132441","1"
"81078819","1"
"81078819","5"
"80223997","1"
"80223997","30"
"81191666","1"
"81133621","3"
"81038598","3"
"81016322","2"
"81015994","1"
"81015994","30"
"80198288","1"
"80147323","1"
"81172568","2"
"81171871","38"
"81019771","1"
"80210932","12"
"81003880","2"
"81015317","1"
"80205204","1"
"80205204","8"
"70245168","1"
"70235731","1"
"80003481","38"
"81168338","1"
"81103033","2"
"60002273","1"
"60002273","5"
"60002273","40"
"70297962","2"
"60029167","1"
"60020891","3"
"347365","1"
"60003242","1"
"60027726","1"
"81166946","1"
"81167065","1"
"81113888","1"
"70023961","30"
"70023961","1"
"60027716","1"
"70287957","5"
"70287957","14"
"70287957","1"
"81113890","3"
"81168345","1"
"60020892","48"
"81164752","5"
"81164752","1"
"81113886","1"
"60028097","1"
"70065112","1"
"70083108","1"
"70184050","38"
"81168347","28"
"81003460","1"
"81113887","1"
"81168348","3"
"70095135","3"
"81191254","38"
"81179400","1"
"81168340","1"
"60023597","38"
"81036448","1"
"81002876","1"
"70058017","5"
"70058024","1"
"70058024","64"
"70058024","5"
"70011211","3"
"70271599","1"
"70020699","1"
"60003540","38"
"1181550","38"
"70170051","2"
"80987077","8"
"70021630","2"
"81043753","2"
"60001761","2"
"70041963","1"
"70058025","1"
"70058025","11"
"70128696","5"
"70077542","2"
"81168342","2"
"81165772","2"
"80188730","2"
"81167083","1"
"70044605","2"
"18021979","2"
"81168344","2"
"70020750","1"
"70105596","2"
"60037022","2"
"60034571","2"
"81167047","2"
"70053456","2"
"80173150","1"
"81168341","1"
"81168346","2"
"80137461","2"
"70123116","2"
"80190101","2"
"81024712","2"
"70112494","2"
"80215922","2"
"81012415","2"
"70113306","2"
"70113305","2"
"80032472","40"
"81024703","2"
"81012402","2"
"70181653","2"
"80048200","1"
"81025884","1"
"81025884","8"
"80032474","1"
"80032476","2"
"70127589","2"
"80225696","5"
"80225696","1"
"80104130","2"
"80032473","2"
"70090035","2"
"70090035","1"
"81024713","2"
"70117268","2"
"70211216","2"
"70140322","2"
"81024696","2"
"70303428","2"
"81012407","2"
"70125882","1"
"70101039","2"
"80152182","2"
"70229042","5"
"70042756","2"
"80187618","2"
"81024704","1"
"81024704","5"
"81024704","30"
"80221498","2"
"70229047","2"
"70229555","2"
"70229555","40"
"70213515","2"
"81018563","1"
"81018565","17"
"70114948","3"
"80190103","14"
"80190103","8"
"80190103","13"
"81024729","1"
"81012427","1"
"80032477","1"
"81024711","1"
"81025908","1"
"70303495","1"
"70303429","1"
"70303429","8"
"80084768","1"
"80084768","8"
"70096752","1"
"70229046","1"
"80084767","29"
"81024701","18"
"81031355","5"
"70229048","1"
"70229048","8"
"70292836","6"
"80240397","1"
"80240397","19"
"80141767","1"
"80141767","18"
"70139542","1"
"70039175","8"
"70225597","5"
"70123119","5"
"70150437","1"
"80084667","8"
"80084667","21"
"80084667","1"
"81024705","1"
"81024705","14"
"81024705","8"
"81024705","35"
"81024705","65"
"80198771","29"
"80062096","1"
"70291096","1"
"70130483","33"
"70130483","14"
"80031038","5"
"80065930","14"
"80065930","13"
"80112370","14"
"80112370","5"
"70197459","40"
"70246439","60"
"80158155","3"
"80202539","5"
"80202539","8"
"80202539","29"
"80063617","25"
"80204252","1"
"80191075","43"
"80204401","2"
"80202503","43"
"80147971","43"
"80172937","5"
"80118280","43"
"80204402","2"
"80135360","43"
"70286355","1"
"70286355","37"
"80150246","9"
"80150246","1"
"80150246","14"
"80156995","43"
"80017272","6"
"80075828","1"
"80075828","8"
"80095089","1"
"80116741","12"
"80204400","1"
"80204400","29"
"80063290","43"
"80187223","2"
"80190518","1"
"80002999","19"
"80157275","43"
"80162195","14"
"80106036","1"
"80198687","1"
"80163353","1"
"80162246","1"
"80112371","1"
"80189209","1"
"80208413","1"
"80111818","1"
"80116939","1"
"80128277","1"
"80094453","1"
"80128338","23"
"80111650","18"
"80111650","14"
"70153553","30"
"80111554","4"
"80097248","1"
"80098709","5"
"80098709","1"
"80111556","18"
"80092849","55"
"80107372","1"
"80138584","5"
"80006232","1"
"80006232","5"
"80006232","8"
"80106138","1"
"70205018","1"
"80111683","14"
"80038288","1"
"80109089","27"
"80109089","9"
"80061797","1"
"80111845","14"
"80111845","13"
"80048100","16"
"70206821","16"
"70206816","19"
"60022914","2"
"70206818","1"
"70206819","8"
"70206822","1"
"70206820","1"
"70206823","1"
"70206824","1"
"70206825","5"
"70206826","1"
"81029831","29"
"80194289","4"
"80194289","23"
"80191219","1"
"80169786","1"
"80190859","1"
"80218634","3"
"81022683","1"
"80114869","2"
"80989924","1"
"80057250","2"
"70243445","1"
"80201542","8"
"80201542","1"
"81079723","8"
"81003058","51"
"81003058","1"
"81003058","60"
"81003058","8"
"80236993","1"
"80057565","1"
"81016857","2"
"81002596","1"
"81002597","5"
"80148275","1"
"80127886","1"
"80176771","44"
"80080491","3"
"60024976","2"
"80185003","1"
"80173002","21"
"80173002","8"
"80009431","1"
"80009431","8"
"81092045","1"
"81153751","25"
"81034600","20"
"80183783","19"
"80183783","33"
"80183783","14"
"80183783","30"
"81209203","20"
"81058497","29"
"80167628","2"
"81165326","2"
"81053961","14"
"81142595","25"
"81142595","12"
"81029848","48"
"81029848","1"
"81029848","5"
"80225421","1"
"80204460","1"
"70306305","8"
"70262831","14"
"70262831","46"
"70262831","13"
"70113005","28"
"70052286","14"
"80114460","51"
"80201488","28"
"80196135","1"
"80117461","28"
"80117533","28"
"81193313","1"
"81197050","1"
"81213894","29"
"80205593","18"
"80238204","1"
"80230507","14"
"81041515","30"
"81041515","8"
"81041515","1"
"80191074","4"
"80990725","1"
"81016327","1"
"81004245","2"
"81002951","8"
"81002951","32"
"81039383","1"
"81018377","1"
"81021528","1"
"81021528","11"
"80991809","4"
"80991809","24"
"80991809","23"
"80097475","2"
"70117294","1"
"70117582","1"
"80119411","25"
"81082007","1"
"81172754","2"
"81227195","1"
"81172841","1"
"81172899","15"
"81094391","25"
"81172908","1"
"81152641","1"
"81172901","1"
"80990849","1"
"81033086","1"
"80156799","3"
"81161538","1"
"80997965","1"
"81018979","6"
"60020826","29"
"80226242","8"
"81002391","1"
"70101696","1"
"81194544","1"
"80995081","4"
"81177504","1"
"81177504","34"
"80175798","6"
"80227995","6"
"80227995","13"
"80227995","33"
"80227995","1"
"80227995","4"
"80239961","14"
"80219019","1"
"80219019","29"
"81062293","1"
"80235524","29"
"81035121","1"
"81140259","1"
"80241855","18"
"81215481","1"
"81005044","56"
"81005044","1"
"80147529","1"
"81018860","3"
"80217495","1"
"80141787","1"
"80109415","2"
"80049871","1"
"81218079","2"
"60028294","5"
"60028294","30"
"60028294","8"
"60028294","1"
"80125671","14"
"80198001","1"
"80174220","1"
"80126449","16"
"80103512","6"
"80199051","40"
"80199051","8"
"80198545","1"
"60020948","1"
"70235384","1"
"569355","25"
"81208888","40"
"81208888","14"
"80235857","1"
"80225915","1"
"80196379","1"
"80198859","1"
"80216180","1"
"80244846","1"
"80159876","2"
"70091304","1"
"81169145","1"
"80244700","1"
"81218074","30"
"80245262","1"
"80199682","1"
"80214115","25"
"80203522","30"
"80203522","5"
"80097141","2"
"80107037","19"
"80107037","1"
"80077402","1"
"80107219","1"
"60023606","1"
"60023606","60"
"60023606","5"
"80241539","1"
"81026188","1"
"80080109","1"
"80993625","1"
"80988835","1"
"80208104","5"
"80208104","30"
"80208104","1"
"80134827","1"
"80134827","30"
"80127558","1"
"80158084","14"
"80124725","1"
"70267398","1"
"81152643","1"
"80108983","1"
"80221584","1"
"70053833","20"
"70122722","20"
"81217738","1"
"80081990","1"
"60004471","1"
"60022413","1"
"81011957","1"
"70058022","1"
"70058022","8"
"60022502","1"
"60022502","40"
"60022502","25"
"80244683","1"
"80028357","1"
"80028357","3"
"80028357","29"
"81217739","1"
"81217739","8"
"60031884","1"
"70117289","1"
"28631236","1"
"70121502","1"
"70121502","8"
"70215455","1"
"506464","18"
"70105132","1"
"60004083","1"
"70087538","16"
"1181661","14"
"1181661","66"
"1181661","1"
"60011552","1"
"80222157","5"
"70044693","5"
"70044693","40"
"70044693","8"
"70044693","1"
"70173046","1"
"70039187","27"
"70044686","1"
"80180600","1"
"81039045","3"
"80989043","1"
"81021831","14"
"81021831","65"
"81021832","55"
"80201866","5"
"80239932","1"
"81215856","1"
"81214223","43"
"80045925","4"
"80027560","1"
"80027560","25"
"70135899","1"
"81215437","1"
"81215438","8"
"81215438","1"
"81214187","2"
"80160987","1"
"81215439","1"
"70178618","1"
"70292700","5"
"81214214","1"
"81020531","67"
"81020531","30"
"81020531","13"
"80215086","1"
"80191051","5"
"80191051","14"
"80242446","1"
"80242446","6"
"80242446","9"
"80242446","48"
"80241877","1"
"80085566","1"
"80124722","34"
"80124722","1"
"80124722","5"
"70243696","25"
"70243696","1"
"70243692","14"
"70243692","13"
"81073633","1"
"81152642","1"
"81105522","18"
"70230138","1"
"70083532","43"
"80177865","1"
"80117534","55"
"80115031","27"
"80120640","2"
"80029708","2"
"80079470","1"
"70127998","3"
"81191473","6"
"81019520","43"
"80160504","1"
"80160504","21"
"80158168","43"
"80160759","3"
"80209608","2"
"80209608","1"
"80182622","1"
"80175694","25"
"80016471","29"
"80171561","16"
"70189289","2"
"80013267","8"
"80046819","2"
"70293315","2"
"80177400","20"
"80191036","2"
"81037898","2"
"80997085","40"
"80997085","68"
"81004099","2"
"80200267","2"
"80242926","1"
"80216621","40"
"70113538","40"
"81179844","14"
"80244457","6"
"81196441","2"
"81162089","50"
"81217737","2"
"81076114","29"
"80217594","37"
"81033650","1"
"80093820","30"
"80183187","2"
"81179882","1"
"70124331","1"
"81179821","14"
"81033645","16"
"81217749","1"
"80158800","1"
"80238391","1"
"70291121","1"
"70291121","25"
"80242491","27"
"80242491","1"
"80242491","25"
"81179864","53"
"81018295","10"
"80224054","1"
"81038832","1"
"81035109","1"
"81030893","1"
"81035103","8"
"81035104","1"
"80075824","4"
"81035108","1"
"81035107","1"
"81028556","8"
"81028574","18"
"81028560","1"
"80196044","30"
"80196044","14"
"80196044","37"
"80122177","1"
"80122177","8"
"80136925","14"
"80202454","1"
"70040076","29"
"80009361","25"
"80166471","1"
"80119125","14"
"80117532","1"
"70260514","5"
"80127995","1"
"80127995","30"
"81156627","1"
"81096745","6"
"81163776","1"
"80191804","14"
"80191109","1"
"80004534","1"
"70213466","1"
"81034946","1"
"80244848","1"
"80193978","1"
"80147403","1"
"80058424","1"
"80049065","5"
"81078466","1"
"80060034","1"
"80205085","1"
"80205085","19"
"80205085","5"
"80205085","69"
"70117297","2"
"81200229","8"
"81152923","23"
"81152923","1"
"81171862","19"
"80131563","1"
"80107990","1"
"80091658","1"
"80208213","1"
"70286533","1"
"80237420","1"
"70174733","1"
"80175822","1"
"80175822","5"
"80175822","19"
"80183088","1"
"80183088","14"
"80183088","8"
"80183088","6"
"80198018","1"
"80127990","6"
"70044870","1"
"26597413","25"
"26597413","1"
"80245356","1"
"81193616","1"
"81082327","1"
"18002692","1"
"18002692","8"
"81024100","1"
"60027583","25"
"81184735","1"
"60002033","5"
"60002033","1"
"70046968","1"
"81154982","1"
"81063129","29"
"81074542","1"
"382650","1"
"70044705","1"
"449931","1"
"449931","25"
"80215046","1"
"60036838","1"
"81179693","1"
"81179693","29"
"485218","1"
"1192866","1"
"1192866","5"
"11819434","1"
"81050375","1"
"516788","23"
"70048968","1"
"542137","1"
"60021796","1"
"60031247","1"
"60000577","5"
"80241387","1"
"70039241","1"
"80227818","5"
"80227818","1"
"80231468","1"
"81083786","1"
"80153894","1"
"80153894","40"
"653673","1"
"70020947","19"
"70020947","13"
"70020947","14"
"70117305","1"
"701346","1"
"70111489","1"
"709380","1"
"1150871","1"
"70082264","1"
"1179583","1"
"70044595","27"
"70044595","6"
"70044883","1"
"70044883","5"
"70044883","14"
"60021590","1"
"60023638","2"
"81075744","2"
"70031792","2"
"70100383","2"
"60002403","2"
"17236920","2"
"923574","2"
"81152930","2"
"973861","1"
"70093991","2"
"60033247","2"
"70060000","8"
"70295067","2"
"70031779","5"
"70031779","2"
"1178866","2"
"60033312","2"
"81030409","1"
"80182016","18"
"684847","1"
"81150305","2"
"20557937","1"
"60027695","2"
"60031303","16"
"81170692","2"
"848915","2"
"60022980","2"
"60003961","2"
"81035120","2"
"70060005","2"
"70266992","2"
"80218819","2"
"70084791","1"
"81170694","2"
"70123542","2"
"70107499","1"
"70123117","30"
"70123117","1"
"70100644","2"
"80057750","2"
"70229045","2"
"70139073","2"
"81024731","2"
"70219525","2"
"16914787","2"
"81020545","2"
"81020543","2"
"81020544","1"
"80039595","1"
"80224055","5"
"70052249","1"
"70084775","60"
"70084775","5"
"70084775","40"
"70114588","5"
"70114588","4"
"70114588","1"
"70185139","51"
"80232501","2"
"80210147","2"
"80224606","2"
"80058851","2"
"80175945","2"
"70219528","2"
"80241947","2"
"70241088","6"
"70068799","29"
"70229044","34"
"70254349","14"
"70254342","2"
"80084838","2"
"70254346","17"
"70254346","1"
"70056663","2"
"80067906","30"
"70071832","8"
"70071832","2"
"70273401","2"
"80097390","2"
"80097390","8"
"80039594","1"
"70139076","3"
"70109758","4"
"80189997","56"
"81015100","2"
"80076581","8"
"81014239","2"
"81025404","25"
"80182949","2"
"70060017","5"
"70266675","43"
"80155792","43"
"70108590","43"
"81024728","43"
"70185141","43"
"80201826","43"
"80158388","1"
"80201820","6"
"80103312","40"
"80205563","40"
"80202605","8"
"80208211","40"
"80203791","23"
"80079229","8"
"80080145","1"
"80198850","1"
"80216270","42"
"80157797","1"
"80032364","43"
"80203786","1"
"80203786","8"
"80203786","5"
"80032097","42"
"80216268","42"
"80156684","42"
"80174727","1"
"80211371","1"
"80144358","1"
"80111881","5"
"80112186","1"
"80112079","25"
"80112079","14"
"80112077","3"
"80097360","8"
"80006168","35"
"60000545","18"
"80025702","30"
"80128692","1"
"80156369","5"
"80156369","13"
"80156369","11"
"1145882","1"
"70288423","4"
"70290568","1"
"70290568","2"
"70141644","1"
"81035836","1"
"81044103","1"
"81072917","25"
"70142542","8"
"70142542","29"
"70142542","1"
"81035855","1"
"81035845","25"
"81035856","1"
