"show_id","pais_id"
"81035857","1"
"80134780","10"
"80180684","1"
"80180681","30"
"80180681","1"
"80180681","8"
"80180710","14"
"80180545","1"
"80163296","19"
"80163296","33"
"80163296","70"
"80163296","38"
"80180588","25"
"80163532","4"
"80163532","23"
"80180591","9"
"80163533","6"
"80221308","55"
"80221308","1"
"80213657","1"
"80217133","2"
"80106754","2"
"80059440","30"
"81082953","2"
"81104339","2"
"81074375","2"
"81082781","5"
"81082781","16"
"81104372","4"
"80116761","2"
"70118125","2"
"80108613","2"
"80215139","1"
"81016592","1"
"81067760","5"
"70172928","5"
"70172928","1"
"80101493","3"
"80235472","1"
"80177300","1"
"80100933","1"
"80189866","25"
"80106793","1"
"80124727","6"
"80117263","1"
"80126879","5"
"70084180","3"
"80193475","1"
"80195964","1"
"80213024","13"
"80213024","12"
"80210691","55"
"80244782","5"
"80244782","39"
"80244782","37"
"80144280","2"
"80209866","1"
"80241666","8"
"80167648","1"
"80047032","1"
"80202874","1"
"70109249","1"
"80993095","1"
"80218448","1"
"70045644","3"
"70025612","6"
"80237006","3"
"80160033","1"
"81111849","1"
"80083930","2"
"80083752","1"
"70185023","5"
"80200549","16"
"80189827","2"
"80176144","2"
"70202150","27"
"81010699","1"
"70299863","1"
"80133554","5"
"80133554","51"
"80208662","1"
"80219707","44"
"81031939","1"
"81028570","1"
"80207066","1"
"81035867","1"
"80999729","14"
"80225312","1"
"80225312","3"
"80225312","4"
"80148223","2"
"80176342","29"
"80038162","1"
"81087094","3"
"80221447","3"
"70242063","3"
"81013657","5"
"80994222","3"
"80239459","3"
"80063265","3"
"80993756","1"
"80993756","8"
"81034931","1"
"80202903","1"
"80990935","1"
"80167459","1"
"80169348","2"
"80164778","1"
"80068327","42"
"80087933","1"
"80993739","1"
"81132060","2"
"80084666","1"
"80195049","36"
"80186850","1"
"80117765","8"
"81002195","1"
"81029429","2"
"81046255","1"
"80218306","29"
"80211638","3"
"80197889","16"
"80220758","18"
"81036190","1"
"80165083","8"
"80165083","1"
"80134781","1"
"80100106","40"
"80100106","34"
"80244680","51"
"80213536","1"
"80151384","25"
"80098046","6"
"80091779","10"
"80091779","6"
"80091783","6"
"80131167","1"
"80098047","1"
"80091781","53"
"70212980","19"
"80038335","1"
"80011852","4"
"80121348","1"
"81011598","1"
"81005364","6"
"81005364","25"
"81005364","14"
"81076042","1"
"81035880","2"
"81103139","2"
"70143369","1"
"81096151","2"
"70259801","2"
"80244271","2"
"80990658","5"
"80133663","1"
"80133663","30"
"80117082","5"
"81043473","2"
"80091267","2"
"80182919","27"
"80182919","19"
"80121973","5"
"80121973","1"
"80115466","1"
"80176819","1"
"80173481","17"
"80142223","5"
"80122179","5"
"80122179","17"
"80080768","5"
"81061407","2"
"80161216","2"
"80218111","27"
"80047200","2"
"80991872","2"
"81077863","2"
"81077851","2"
"81073590","2"
"81103108","2"
"80999455","2"
"80236341","17"
"80191050","29"
"81041271","10"
"81041271","14"
"81041271","1"
"81041271","11"
"80216758","29"
"81092192","2"
"70083809","2"
"80028529","1"
"70154110","2"
"80998967","1"
"81038047","1"
"60021906","2"
"70142827","55"
"70142827","25"
"70142827","1"
"70149579","1"
"70109375","45"
"70109375","71"
"70289558","5"
"81085319","5"
"70117577","1"
"80227554","1"
"70158421","29"
"20258084","1"
"80233511","1"
"80097814","5"
"70241757","1"
"80133551","2"
"80133551","1"
"81110388","1"
"80220311","1"
"80220311","30"
"81110389","60"
"81112772","4"
"81112772","23"
"70111279","1"
"81123050","1"
"81037237","1"
"81087124","5"
"70007056","14"
"70007056","8"
"70035357","9"
"70035357","27"
"80108481","14"
"70153178","23"
"70153178","4"
"70073018","2"
"70073018","30"
"70073018","14"
"80994416","25"
"80243408","1"
"80994418","5"
"80994418","1"
"70050576","1"
"80107656","6"
"80098287","1"
"80059342","4"
"24081514","1"
"80047031","1"
"80128688","2"
"80157564","2"
"80178078","2"
"80104330","2"
"81053958","2"
"81094666","8"
"80992787","6"
"80992787","14"
"80992787","15"
"81036199","1"
"81016247","1"
"80097726","1"
"80223928","1"
"81065331","5"
"80186940","2"
"80120740","14"
"81077874","1"
"81098013","14"
"80117736","50"
"80174364","5"
"80114666","1"
"80157866","3"
"80157866","45"
"80161029","2"
"81039410","23"
"81039410","1"
"81012340","1"
"81012340","5"
"70287630","5"
"80192065","27"
"80158319","5"
"80143556","2"
"80184379","2"
"81092777","2"
"81092779","3"
"81092776","2"
"81092778","19"
"81092778","1"
"81092778","27"
"80216541","1"
"80216756","27"
"80216756","6"
"80241986","5"
"80987113","2"
"80197989","2"
"80194950","3"
"70261058","1"
"70204288","1"
"80057278","2"
"70293703","14"
"80165853","2"
"80161108","3"
"80028359","8"
"81076049","2"
"60031264","2"
"81094667","6"
"81094083","1"
"81049260","2"
"81017593","19"
"70270364","2"
"419733","1"
"80156137","1"
"81021631","6"
"80241044","1"
"80241044","51"
"80213148","2"
"80150390","8"
"80993495","1"
"80229034","56"
"80229034","14"
"70213130","2"
"80192548","2"
"80232894","2"
"80232330","2"
"80103425","2"
"80170875","2"
"80990815","2"
"80990816","1"
"80081705","2"
"80990829","1"
"80238110","2"
"80229102","2"
"80241876","2"
"80990811","2"
"80066146","1"
"80066146","29"
"80229286","1"
"80224106","14"
"80224106","13"
"80206732","14"
"80206732","13"
"80990810","2"
"80235766","29"
"80235767","5"
"80235853","8"
"80236099","2"
"80235854","1"
"80235854","40"
"80235854","72"
"80235854","5"
"80236224","2"
"80229190","1"
"80990814","2"
"80245268","8"
"80227186","2"
"80228322","2"
"80204739","2"
"80228923","2"
"80223149","2"
"80179373","2"
"80233962","2"
"80233493","2"
"80990813","2"
"80220531","2"
"80134149","2"
"80115133","6"
"80115133","33"
"80176698","2"
"80165848","2"
"70295762","6"
"80165849","14"
"80158395","1"
"80158395","8"
"70275774","5"
"70275774","1"
"80103430","8"
"80165850","1"
"80103372","1"
"80068117","1"
"20764666","5"
"70268209","21"
"80165851","2"
"80165851","1"
"70129415","34"
"70129415","62"
"80095094","5"
"80156857","1"
"70268489","1"
"80158588","5"
"80178720","34"
"80106505","29"
"80169548","1"
"80015785","14"
"80176716","1"
"80165857","5"
"80165857","8"
"80165857","14"
"80165857","1"
"70258366","1"
"80165732","1"
"80165854","3"
"80083589","2"
"80032081","1"
"17457962","1"
"80182105","1"
"80165855","53"
"70273637","53"
"70176968","53"
"80173605","53"
"80165856","1"
"70308135","1"
"70308135","9"
"80101903","7"
"80101903","1"
"80093103","1"
"80102305","1"
"70176655","1"
"80161848","1"
"80185171","1"
"80209796","1"
"80152434","1"
"70309693","32"
"70309693","30"
"70309693","11"
"80107737","1"
"80098305","1"
"80152742","1"
"80107370","1"
"80095233","1"
"80998491","3"
"80242036","1"
"70270362","53"
"80192577","1"
"81049445","1"
"80204890","1"
"81074140","53"
"81026095","2"
"81026095","29"
"80179831","53"
"81024044","53"
"81033727","44"
"81033727","1"
"81049413","1"
"70113532","19"
"70074299","1"
"80995799","73"
"80995799","1"
"80214772","8"
"17687959","25"
"70100377","5"
"80189630","2"
"81010867","8"
"81010867","1"
"81010865","5"
"81010874","5"
"80075018","1"
"80238357","1"
"70260374","5"
"80190180","1"
"80150002","1"
"80079265","5"
"80083977","5"
"81091015","1"
"80238080","5"
"296682","1"
"60037606","1"
"80174617","1"
"516154","1"
"80170187","5"
"80174137","5"
"80011848","74"
"80214405","5"
"70100381","1"
"70110919","1"
"80221560","1"
"80221560","5"
"80200961","1"
"80214580","1"
"80085013","5"
"81077597","5"
"80049193","1"
"70039783","1"
"81010871","1"
"81010871","21"
"81004270","5"
"80224924","1"
"70051671","1"
"80144408","4"
"81038545","1"
"81044496","25"
"80235932","5"
"80235932","6"
"80235932","1"
"80235932","30"
"80232149","8"
"80170720","8"
"80176592","5"
"80170381","8"
"80142103","2"
"80179907","1"
"80152842","1"
"80049928","1"
"80049928","36"
"70296765","25"
"80131168","2"
"80119190","25"
"80119190","67"
"80119187","6"
"80048568","14"
"80178464","1"
"80119192","1"
"70202593","1"
"80119188","5"
"60027942","8"
"60027942","1"
"60027942","2"
"60027942","5"
"80115857","1"
"70281026","1"
"70304244","14"
"80119194","1"
"NA","20"
"80179057","20"
"80119191","5"
"80119193","2"
"80119189","1"
"80119186","53"
"80119186","65"
"70013050","2"
"80173896","1"
"70022548","6"
"80097423","1"
"70259177","5"
"81025019","18"
"80993794","1"
"80117458","1"
"80143362","1"
"80201200","1"
"80145087","16"
"80183197","4"
"80148210","1"
"70128549","12"
"70128549","13"
"70128549","30"
"70128549","62"
"70069233","61"
"70069233","55"
"80206395","1"
"80018336","5"
"80180509","1"
"80145255","2"
"70230147","1"
"70230147","14"
"80105067","1"
"80123950","25"
"81033429","2"
"80188579","6"
"80992232","18"
"80999977","1"
"81049739","5"
"70129463","8"
"80170767","29"
"81012998","53"
"80127927","53"
"80134826","53"
"81047902","53"
"81047897","53"
"80216988","53"
"80213803","21"
"80175623","18"
"80175623","12"
"80175623","1"
"80175623","55"
"80175623","44"
"81002880","1"
"80222896","19"
"80222896","14"
"81038046","19"
"81038046","14"
"81049479","1"
"80020132","2"
"80206758","29"
"80162210","1"
"80126485","9"
"80082242","29"
"70251816","2"
"70202151","2"
"80999996","29"
"80222788","2"
"80169617","2"
"80144454","1"
"80144454","5"
"80144454","40"
"70204282","1"
"70204282","29"
"80242378","1"
"80184068","2"
"80171733","44"
"80171733","68"
"80171733","1"
"80245408","2"
"80044566","29"
"80189632","1"
"80230265","27"
"81076756","9"
"80991158","8"
"80208298","1"
"80191046","10"
"80191046","5"
"80191046","51"
"80191046","11"
"80191046","13"
"80223108","1"
"81049348","1"
"80169469","1"
"80148239","1"
"81049949","1"
"70230412","8"
"80220655","1"
"81010863","1"
"80162503","3"
"80150350","1"
"80150350","8"
"80160692","5"
"70060865","5"
"80157890","1"
"80164752","1"
"80135149","43"
"80171965","1"
"80100945","1"
"70293820","1"
"70293820","75"
"80195967","3"
"81033107","29"
"81049315","66"
"81049315","14"
"81048554","34"
"81048554","1"
"81002451","27"
"80144983","1"
"80170245","1"
"70105459","1"
"80207444","1"
"81033516","13"
"81075235","5"
"81075235","29"
"81075235","1"
"81072516","1"
"70283202","5"
"70140447","1"
"80156212","34"
"80156212","5"
"80156212","2"
"70296742","14"
"70296742","13"
"81059944","28"
"80095531","19"
"80097594","1"
"80156688","13"
"80156688","12"
"80192139","6"
"80192063","1"
"80218656","1"
"80095806","1"
"80013550","1"
"80058979","23"
"80058979","4"
"81037077","1"
"81037077","43"
"81054383","1"
"80189216","50"
"81019338","30"
"80132964","1"
"80117824","5"
"80117824","1"
"80117824","45"
"80058460","5"
"80076467","1"
"80049951","2"
"80031800","2"
"80017171","2"
"81045888","2"
"80108984","29"
"80113090","2"
"80135296","2"
"80158577","76"
"80132738","2"
"70175439","40"
"80204923","40"
"80112916","1"
"80117831","2"
"80145240","1"
"80223734","27"
"70307848","2"
"70105599","2"
"80114919","2"
"60029366","42"
"80100260","2"
"80017170","13"
"70028197","2"
"81013990","8"
"80171678","14"
"81074015","1"
"81041273","5"
"70108985","2"
"81004374","2"
"80988860","2"
"80988860","14"
"70203594","14"
"70253171","1"
"70109657","53"
"70020728","53"
"81024308","53"
"80174608","53"
"81049381","53"
"81031178","3"
"80194956","2"
"80194956","30"
"70056425","1"
"81050198","1"
"80156538","1"
"80124723","42"
"81034771","42"
"80239442","1"
"80238299","29"
"80201814","5"
"80201604","1"
"80192244","3"
"80235957","3"
"80235139","1"
"80147758","1"
"80201608","42"
"80241537","42"
"80241616","56"
"80241616","1"
"80239642","1"
"80239988","1"
"80173925","21"
"70041893","77"
"80238298","41"
"80238298","6"
"80234795","1"
"80238400","1"
"80215154","3"
"80206360","14"
"80237300","16"
"60021758","1"
"70095265","16"
"80164075","14"
"80164075","13"
"80117240","1"
"80098842","2"
"80156935","43"
"80156935","23"
"80156935","1"
"80156935","4"
"80102080","5"
"80092884","1"
"80023794","1"
"70230417","1"
"81060041","1"
"70090072","5"
"80145621","5"
"80206696","8"
"81010870","8"
"80226234","1"
"80226234","14"
"80081274","1"
"80170845","8"
"80134967","2"
"70210484","5"
"70210484","78"
"81049544","1"
"81049511","79"
"81049511","27"
"80192187","1"
"80174917","16"
"80189653","1"
"80189653","14"
"80135585","1"
"80094387","1"
"80094386","6"
"80094386","14"
"80214087","8"
"80216664","1"
"80017535","1"
"81049674","1"
"81049707","2"
"80219917","2"
"80174144","17"
"80073289","1"
"80220677","2"
"80229829","2"
"80141173","2"
"80134515","5"
"80134521","2"
"80081170","2"
"80134516","2"
"80134606","2"
"80134518","2"
"80134330","5"
"80038298","2"
"80134500","2"
"80038353","5"
"80038353","1"
"80038354","2"
"80038439","2"
"80038440","2"
"80134604","2"
"80134524","2"
"80038355","2"
"80038441","2"
"80134433","2"
"80134436","2"
"80134514","2"
"80134398","2"
"80134520","1"
"80134420","2"
"80134501","1"
"80161700","2"
"80134399","1"
"80160127","1"
"80134438","2"
"80134435","2"
"80134519","2"
"80134434","2"
"80160357","2"
"70299745","2"
"80038527","2"
"80038445","30"
"81059183","2"
"81024332","2"
"81059444","2"
"80987464","2"
"80156925","2"
"80222770","2"
"80222770","1"
"60002907","2"
"80207473","6"
"80001101","2"
"80990534","2"
"70111265","8"
"70024098","2"
"80071907","14"
"70020730","2"
"80198306","80"
"80198306","81"
"80198306","82"
"80198306","51"
"80198306","1"
"80202258","2"
"80057137","2"
"81045720","2"
"70236016","2"
"81069249","2"
"81083971","8"
"80200047","8"
"80156772","8"
"81016361","8"
"81055395","2"
"70077556","1"
"80994738","2"
"70100412","2"
"60021299","2"
"70129374","2"
"80167647","2"
"80215076","1"
"80184973","30"
"80203919","1"
"70229921","30"
"70229921","83"
"70021551","5"
"80236167","5"
"80175151","5"
"80232404","5"
"60036746","5"
"60036613","19"
"80219180","1"
"80214584","1"
"17671454","2"
"60036617","2"
"80230555","49"
"70294790","5"
"70063017","1"
"60003401","27"
"60003401","19"
"80224605","3"
"70021253","2"
"70138498","1"
"80188099","1"
"70025303","1"
"70048905","6"
"80223227","6"
"80223195","29"
"80236906","3"
"80238297","8"
"80238297","1"
"80235958","1"
"80238296","30"
"17969262","1"
"80223317","1"
"70012334","40"
"80184131","25"
"80106947","8"
"80082014","14"
"80235325","27"
"70291094","15"
"70291094","6"
"70291094","25"
"70250369","6"
"80223230","40"
"80059049","2"
"60032008","14"
"60032008","57"
"60032008","8"
"60037397","30"
"80223228","2"
"70001082","1"
"80238291","1"
"80158247","1"
"60035875","1"
"70244982","2"
"70099702","1"
"80238637","30"
"80238293","1"
"80132381","1"
"80023851","6"
"80023851","14"
"80023851","19"
"70019491","42"
"70304187","42"
"60001670","42"
"80196367","14"
"70134669","42"
"80202728","42"
"80238294","42"
"80023853","42"
"80238292","42"
"80238190","29"
"70304188","1"
"70304186","14"
"70304186","4"
"70304186","29"
"70304186","1"
"70304189","1"
"70143440","1"
"20717860","1"
"80201833","5"
"80201833","14"
"80201833","8"
"80201833","13"
"80201833","1"
"80238295","2"
"80223190","12"
"70125935","1"
"60021903","1"
"70001564","1"
"70001564","5"
"80135631","1"
"80135586","16"
"70175127","1"
"80038168","2"
"80172474","1"
"80172475","1"
"80135587","1"
"80172471","6"
"80121845","6"
"80144119","1"
"80144119","5"
"80097072","1"
"80172468","1"
"80165917","5"
"70155788","1"
"80119382","25"
"80172470","20"
"80134814","23"
"80134814","4"
"80103424","3"
"80158817","1"
"70285730","1"
"80172469","2"
"80097530","5"
"80092404","5"
"80092850","9"
"80093127","5"
"80093127","1"
"80178564","55"
"80178564","25"
"80103734","1"
"81061410","1"
"80202465","14"
"60024935","1"
"80168189","1"
"80194946","84"
"80147919","1"
"80233441","14"
"80159025","25"
"81025973","1"
"80227090","5"
"80227090","1"
"81113918","18"
"81029736","8"
"81051688","3"
"81051688","1"
"81113921","5"
"80211563","25"
"80173387","1"
"80173387","14"
"81013112","1"
"70290904","29"
"80225953","2"
"70294793","1"
"81030855","39"
"81035852","2"
"80018328","1"
"80996787","1"
"81035881","1"
"81035843","9"
"81035843","27"
"81035843","14"
"81035843","6"
"81035843","1"
"81035837","1"
"80039136","1"
"81035884","8"
"81035863","2"
"81035858","18"
"81035882","29"
"81035847","2"
"81035859","14"
"80223226","8"
"81076055","8"
"80996790","8"
"70181716","25"
"70270388","1"
"80186608","1"
"80042309","5"
"80169554","1"
"80114804","1"
"80237423","5"
"70117293","37"
"70117293","6"
"80241689","1"
"80121841","12"
"80121841","1"
"81093122","1"
"70293788","1"
"81039384","1"
"70245034","42"
"80220676","16"
"80220676","4"
"80220676","1"
"80173623","1"
"80173623","8"
"80173623","21"
"80109341","1"
"80127764","5"
"80095411","4"
"80190144","1"
"80190144","85"
"80039644","8"
"80039644","1"
"80052790","27"
"80052790","1"
"80244783","55"
"80144311","29"
"80109145","42"
"80132626","1"
"80106124","29"
"81145270","29"
"81128584","2"
"80195811","42"
"80191989","2"
"80097225","42"
"80242720","42"
"80177782","14"
"80240691","42"
"80015210","1"
"80134080","5"
"80183051","1"
"81130373","1"
"80245117","5"
"81010818","3"
"81091378","1"
"81091378","14"
"81091378","5"
"81091378","29"
"81136964","2"
"81088332","1"
"81121055","5"
"81121055","1"
"81121055","40"
"80233215","6"
"80241779","5"
"80091936","3"
"81081051","29"
"81060096","1"
"80994807","30"
"80994807","1"
"80994807","11"
"80133553","1"
"81092491","18"
"70236020","5"
"81002747","40"
"81108230","25"
"80165918","1"
"80200015","1"
"80161640","1"
"81090899","8"
"81095399","1"
"80171598","4"
"80171598","23"
"80160994","1"
"80191356","1"
"80191357","30"
"80087548","1"
"80097641","1"
"80097641","8"
"80097641","29"
"80097641","86"
"80097349","1"
"81055402","8"
"80179900","29"
"26009364","11"
"26009364","1"
"80231601","2"
"80237975","42"
"80238351","2"
"80143794","29"
"80168227","4"
"70026432","6"
"80155477","13"
"80038420","27"
"80195901","2"
"80128245","39"
"80988793","48"
"80219802","1"
"80993655","6"
"80167644","9"
"80167644","48"
"80220422","32"
"81033473","2"
"81035870","18"
"80993087","39"
"80993087","11"
"80993087","30"
"80993087","12"
"80209013","19"
"81033445","5"
"60024788","1"
"80166185","1"
"81035868","18"
"81035877","2"
"81131274","1"
"81035876","1"
"81035875","25"
"81035866","1"
"81035879","42"
"81035871","35"
"81035871","62"
"80997770","1"
"80173234","42"
"80151644","20"
"80185223","42"
"80005588","42"
"81028895","42"
"70038131","1"
"81110386","1"
"80108430","1"
"70135893","1"
"80121844","1"
"80133117","18"
"80158750","1"
"80176840","1"
"80095626","50"
"81105525","5"
"81105525","1"
"81017094","1"
"80190535","3"
"80241071","3"
"80233611","3"
"80993106","4"
"80160814","4"
"80160814","23"
"80993404","3"
"81092781","87"
"81001090","87"
"81083891","1"
"81083891","51"
"81092782","1"
"81092780","43"
"81092783","1"
"81136963","1"
"80195801","25"
"80195801","1"
"80999727","2"
"80993088","1"
"80076698","87"
"80038159","87"
"80037691","8"
"80998296","1"
"80049873","1"
"80094358","1"
"80174177","1"
"81123051","5"
"81123051","1"
"81081067","1"
"70305217","1"
"81034980","23"
"81123052","1"
"81035887","2"
"81113927","16"
"70302572","10"
"70302572","11"
"70302572","39"
"70302572","1"
"81108280","2"
"80213115","1"
"80213115","34"
"81027195","8"
"81027195","1"
"70074315","1"
"81002885","2"
"80991033","14"
"80244547","1"
"80991025","30"
"80184100","33"
"80184100","1"
"80131280","2"
"80991026","5"
"80243582","1"
"80243473","1"
"80164206","1"
"80160726","67"
"80160726","11"
"80160726","32"
"80160726","88"
"80160726","30"
"80104706","2"
"80172284","1"
"80158770","5"
"70302844","5"
"80213322","2"
"80245601","2"
"80222951","1"
"80242619","18"
"80230561","14"
"80230561","5"
"80230561","2"
"80238711","8"
"80238711","1"
"81035841","2"
"80220816","55"
"81035889","2"
"81088277","2"
"81035883","6"
"81035848","10"
"80176756","56"
"80168221","2"
"70261178","5"
"81002929","25"
"80221016","40"
"80994442","40"
"80222188","6"
"81044608","11"
"80163409","6"
"60001104","5"
"80132601","6"
"80163277","25"
"80176866","1"
"80162114","1"
"80162114","5"
"80114989","3"
"80163266","1"
"81092768","5"
"81092768","14"
"81092766","1"
"70060018","4"
"80188935","4"
"81032375","1"
"352989","4"
"81034775","30"
"81062606","1"
"81077795","19"
"81077795","14"
"81077795","33"
"81092767","6"
"81092909","27"
"81070008","1"
"70098605","6"
"81077539","14"
"81077539","57"
"81077539","1"
"20129240","2"
"70108017","1"
"70011219","2"
"70011219","5"
"80097424","1"
"80203143","27"
"60026155","1"
"80994443","2"
"80245442","2"
"80190515","2"
"80229216","1"
"80048218","4"
"80048218","23"
"80048218","1"
"60033300","1"
"70011206","1"
"80190097","56"
"80190097","29"
"80190097","14"
"80168167","8"
"80168167","1"
"80245626","23"
"80157084","23"
"80158580","1"
"80108609","2"
"80144804","8"
"80106038","16"
"80122189","16"
"60000901","16"
"80158769","25"
"80158579","1"
"80121872","1"
"80158920","1"
"80107736","1"
"80148967","1"
"70057994","5"
"70057994","38"
"80157207","1"
"80176449","1"
"80156937","1"
"80035684","40"
"80175277","40"
"80158546","1"
"80156936","23"
"80121871","14"
"80121871","13"
"80121843","1"
"80124091","5"
"80157244","1"
"80122238","25"
"80158581","1"
"60023237","29"
"80104022","40"
"80104022","1"
"80103006","6"
"80104041","1"
"80097532","6"
"80105085","53"
"80105085","56"
"80093213","5"
"80099305","14"
"80099305","13"
"80103623","5"
"80032640","5"
"81098589","5"
"80221446","5"
"81088333","5"
"80991107","5"
"80991107","1"
"80048977","27"
"70189282","5"
"80119249","1"
"80160516","1"
"80160516","5"
"80160516","14"
"80160391","5"
"80160597","1"
"80160597","4"
"80160597","23"
"80117747","1"
"70228154","1"
"80104622","16"
"80004286","8"
"80004286","25"
"80004286","30"
"80004286","51"
"81039323","5"
"81039323","60"
"81001804","1"
"80192064","1"
"80176715","16"
"80168029","16"
"80245121","16"
"80177339","16"
"80097355","2"
"81078217","16"
"80223153","16"
"81108281","1"
"81108281","18"
"81108281","2"
"81108281","89"
"81108281","4"
"70122316","1"
"80102266","1"
"80102162","1"
"80102160","1"
"80076160","6"
"80099089","1"
"70303706","11"
"70303706","1"
"80195243","1"
"81039161","1"
"80240537","19"
"80240537","1"
"80997870","30"
"80997870","1"
"80244539","5"
"60001377","1"
"80039813","5"
"80039813","30"
"81151899","34"
"81151899","1"
"81030976","1"
"81017011","2"
"80213715","4"
"80213715","23"
"80999990","1"
"80999991","1"
"81000000","23"
"80162192","23"
"80211648","23"
"80211648","4"
"70074100","23"
"70074100","4"
"70224969","1"
"70261273","23"
"70261273","1"
"70250364","5"
"80198632","1"
"70143241","42"
"70278933","5"
"80093198","60"
"81018141","4"
"81018141","1"
"81018141","5"
"81015524","1"
"70124965","29"
"80999107","18"
"80992365","8"
"80092926","90"
"80092926","91"
"80092926","30"
"80092926","45"
"80092926","65"
"80195835","11"
"80171022","1"
"80192135","16"
"80236421","16"
"80242950","3"
"80170862","30"
"80170862","40"
"80212251","4"
"80212251","1"
"80212251","40"
"81092331","37"
"81092331","1"
"80173485","6"
"81028404","1"
"81032626","29"
"80198508","2"
"80228239","6"
"80233104","1"
"80228129","1"
"81032669","21"
"81032669","8"
"81032669","5"
"81032669","1"
"81032659","1"
"80155932","40"
"80155932","5"
"80155932","8"
"80994020","40"
"80994020","1"
"80049094","1"
"80049177","3"
"80025495","1"
"80023689","1"
"70278930","6"
"80038337","6"
"80053475","29"
"80999986","2"
"80022605","1"
"80029901","8"
"80037478","2"
"80236236","4"
"80007777","29"
"80999987","6"
"81000015","1"
"80999982","2"
"80999984","1"
"81005453","8"
"80999989","1"
"70218312","1"
"81006594","1"
"80185321","29"
"70298116","29"
"80117542","29"
"80213658","29"
"80232989","14"
"80014857","1"
"80147988","1"
"80145512","8"
"80145512","6"
"80145512","14"
"81128790","27"
"80225024","1"
"80204616","5"
"80204616","10"
"80204616","8"
"80204616","91"
"70108777","40"
"80217743","5"
"80217743","1"
"80233419","27"
"70259259","1"
"70259259","14"
"80017021","33"
"80017021","1"
"70099615","2"
"70034607","27"
"70034607","6"
"70118801","27"
"70118801","14"
"70118801","30"
"80213654","1"
"80158802","1"
"70117354","33"
"70117354","5"
"70117354","1"
"81036524","6"
"70025372","2"
"70123160","2"
"70299270","1"
"80017280","27"
"80017280","9"
"80017280","48"
"80155863","1"
"80107087","1"
"81035840","30"
"81144516","1"
"80189791","30"
"80189791","14"
"80189791","57"
"80189791","5"
"80189791","1"
"80195962","4"
"80185070","1"
"80138672","1"
"80186829","1"
"80013547","8"
"80115874","29"
"80191000","1"
"70242629","14"
"80241590","1"
"81072109","1"
"80244472","1"
"80190463","25"
"80164164","1"
"80997613","1"
"81092325","5"
"80186926","1"
"80996338","6"
"80230423","5"
"70053885","5"
"70301275","1"
"80073823","8"
"70299859","43"
"70299859","4"
"70299859","14"
"70299859","1"
"80027378","5"
"1005494","40"
"81116487","30"
"80998968","25"
"70272893","5"
"80233223","40"
"80180376","3"
"80192842","14"
"80192842","1"
"80154884","1"
"81113926","1"
"80993627","30"
"80993627","19"
"80167460","2"
"80028208","1"
"81003981","6"
"81151313","5"
"70042688","1"
"70109429","5"
"70109429","14"
"81011993","10"
"81011993","5"
"70201870","1"
"80075178","1"
"80145805","1"
"80214010","3"
"81154166","1"
"81153373","30"
"81153373","5"
"81153373","1"
"70262783","1"
"70293661","1"
"70266171","1"
"80095718","1"
"70257413","1"
"80988262","8"
"70295189","1"
"80993684","14"
"70257860","1"
"80998908","1"
"80998908","40"
"70171835","1"
"81005401","1"
"80993650","1"
"80049979","1"
"70267439","1"
"70293812","1"
"80113589","1"
"70298393","1"
"80191557","1"
"80096585","1"
"80106928","1"
"80064459","1"
"80102204","1"
"80014996","1"
"60003082","1"
"80244246","1"
"80081277","1"
"81005504","1"
"80149064","1"
"80168188","1"
"80171659","1"
"80097221","1"
"80103331","14"
"70306646","1"
"81011936","1"
"80244363","29"
"80167481","5"
"80214743","1"
"70270773","1"
"70270773","34"
"80991827","1"
"70300666","1"
"80148179","1"
"70301023","1"
"80221109","1"
"80221942","1"
"80221943","8"
"81145271","1"
"80215147","1"
"80215147","45"
"80215147","5"
"81024041","1"
"81024041","4"
"80222071","1"
"80222071","30"
"80222071","8"
"80210245","1"
"80210245","45"
"81044248","1"
"81044248","6"
"80191236","1"
"80224314","2"
"80224184","2"
"80224602","1"
"81094069","2"
"81094893","2"
"80221677","2"
"81040704","8"
"80234791","2"
"81056491","2"
"80120200","1"
"81088331","1"
"80234451","2"
"80995079","2"
"81036520","2"
"80180224","1"
"70299904","2"
"80171125","1"
"80106989","2"
"80044731","2"
"60010069","4"
"70241791","2"
"81099997","2"
"70084148","2"
"70101345","2"
"80189451","2"
"80238020","23"
"80238020","43"
"70128697","2"
"70044688","25"
"60035622","1"
"80117079","19"
"70001958","1"
"81099996","2"
"70066433","1"
"70098899","2"
"81121171","2"
"81121172","1"
"81121173","4"
"81121174","1"
"81121175","2"
"81121176","1"
"81121177","14"
"81121178","40"
"81121179","56"
"81121180","1"
"81121180","7"
"81121181","2"
"81121182","1"
"81121183","27"
"81121183","6"
"81121185","8"
"81121186","40"
"81121187","12"
"81121188","1"
"81121189","17"
"70265211","2"
"855084","2"
"80005772","3"
"60029369","2"
"81086718","2"
"60000415","6"
"70112731","56"
"81130297","56"
"81100120","4"
"81060038","17"
"60020745","56"
"18907685","17"
"81113468","2"
"70114342","56"
"70021661","6"
"70084795","14"
"60027701","32"
"70021654","1"
"81099976","1"
"81077862","1"
"70001777","1"
"80182447","3"
"70055855","28"
"70295560","1"
"80994575","39"
"60036112","32"
"80994424","2"
"80229417","91"
"80229417","90"
"80229417","54"
"80229417","92"
"80997402","1"
"80994423","5"
"80236278","29"
"80217136","2"
"80115118","1"
"80180851","1"
