"show_id","direct_id"
"80005501","513"
"81078819","514"
"80223997","13"
"81191666","515"
"81133621","516"
"81038598","517"
"81016322","291"
"81171871","518"
"81015317","519"
"81015317","520"
"80205204","429"
"70235731","521"
"80003481","522"
"81103033","523"
"60002273","524"
"70297962","525"
"269880","526"
"60029167","526"
"60020891","527"
"347365","528"
"60003242","503"
"60027726","503"
"81166946","529"
"70023961","530"
"60027716","102"
"70287957","531"
"81168345","532"
"60020892","533"
"81164752","534"
"60028097","535"
"70065112","536"
"70083108","537"
"70083108","538"
"70184050","539"
"81168347","540"
"81003460","541"
"70095135","542"
"81191254","543"
"60023597","431"
"81002876","544"
"70058017","545"
"70058024","447"
"70011211","447"
"70271599","546"
"70020699","547"
"60003540","548"
"60003540","549"
"1181550","550"
"70170051","551"
"70021630","552"
"70021630","553"
"60001761","554"
"70041963","555"
"70058025","556"
"70058025","367"
"70128696","557"
"70077542","558"
"81168342","559"
"81165772","217"
"510854","560"
"60000921","560"
"70044605","561"
"18021979","562"
"18021979","563"
"81168344","564"
"70020750","391"
"70105596","565"
"60037022","566"
"60034571","224"
"70053456","567"
"80173150","568"
"80173150","569"
"81168341","570"
"80137461","571"
"81012857","572"
"70123116","489"
"80190101","573"
"81024712","574"
"70112494","575"
"80215922","576"
"70113306","577"
"70113305","578"
"80032472","579"
"81024703","580"
"70181653","581"
"80048200","582"
"81025884","583"
"80032474","584"
"80032476","585"
"70127589","586"
"80104130","587"
"80032473","483"
"70090035","588"
"81024713","589"
"70117268","590"
"70211216","591"
"70211216","592"
"70140322","593"
"81024696","483"
"70303428","594"
"81012407","595"
"70125882","596"
"70101039","597"
"70123121","598"
"80152182","599"
"70229042","600"
"70042756","601"
"80187618","602"
"81024704","584"
"80221498","603"
"70229047","604"
"70229555","605"
"70213515","606"
"81018563","607"
"81018565","607"
"70114948","608"
"80190103","450"
"81024729","609"
"80032477","610"
"81024711","611"
"81025908","612"
"70303495","613"
"70303429","614"
"80084768","615"
"70096752","616"
"70096752","617"
"70229046","617"
"70229046","616"
"80084767","618"
"81024701","619"
"70229048","620"
"80995576","621"
"70292836","622"
"80141767","623"
"70139542","624"
"70039175","625"
"70225597","573"
"70123119","626"
"70150437","627"
"80084667","628"
"70099118","629"
"81024705","630"
"80198771","631"
"80062096","632"
"80062096","633"
"70291096","634"
"70130483","635"
"80031038","636"
"80065930","637"
"80112370","638"
"80112370","639"
"70165189","58"
"70197459","640"
"80095193","143"
"70246439","640"
"80158155","143"
"80158155","640"
"80158155","639"
"80147971","641"
"70257412","391"
"80172937","363"
"80118280","637"
"80135360","100"
"80135360","642"
"70286355","643"
"80150246","644"
"80017272","222"
"80017272","645"
"80017272","646"
"80017272","647"
"80017272","648"
"80017272","649"
"80017272","650"
"80017272","651"
"80017272","652"
"80075828","653"
"80095089","58"
"80208176","654"
"80208176","655"
"80116741","656"
"80063290","657"
"80063290","658"
"80162195","659"
"80198687","660"
"80163353","661"
"80162246","662"
"80162246","663"
"80112371","664"
"80112371","665"
"80112371","666"
"80208413","667"
"80128277","668"
"70153553","669"
"80107372","607"
"80138584","670"
"80106138","671"
"80038288","672"
"80109089","673"
"80109089","674"
"80061797","675"
"70206821","676"
"70206816","677"
"60022914","678"
"70206818","679"
"70206819","680"
"70206822","681"
"70206820","682"
"70206823","683"
"70206824","684"
"70206825","685"
"70206826","686"
"81029831","687"
"80194289","688"
"80190859","689"
"70243445","690"
"70243445","691"
"80201542","692"
"81079723","693"
"81003058","694"
"80236993","695"
"80057565","696"
"81002596","697"
"81002597","698"
"80148275","699"
"80127886","700"
"80080491","701"
"80046777","702"
"60024976","703"
"80173002","704"
"80009431","156"
"81092045","705"
"81034600","706"
"80183783","707"
"81209203","708"
"81058497","709"
"80167628","710"
"81165326","711"
"81053961","591"
"81029848","712"
"80204460","405"
"70209267","713"
"70306305","714"
"70262831","715"
"70113005","716"
"70052286","391"
"80114460","717"
"81206389","718"
"80196135","719"
"80117461","720"
"80117533","509"
"80117533","721"
"81197050","722"
"81197050","723"
"81213894","724"
"80238204","725"
"80990725","726"
"80990725","727"
"81016327","728"
"81004245","729"
"81033200","294"
"81033200","730"
"81039383","731"
"81018377","732"
"81021528","733"
"80097475","734"
"80097475","735"
"70117294","736"
"70117582","737"
"80163294","738"
"81082007","739"
"81172754","740"
"81227195","741"
"81172841","742"
"81172899","743"
"81172908","744"
"81172901","117"
"81033086","591"
"60020826","745"
"80226242","746"
"70101696","747"
"81194544","748"
"80995081","430"
"81177504","749"
"80175798","547"
"80239961","750"
"80219019","751"
"81062293","752"
"80235524","309"
"81215481","753"
"81005044","754"
"80147529","755"
"81018860","756"
"81018860","757"
"80217495","722"
"80049871","758"
"81218079","759"
"81218079","760"
"60028294","761"
"80125671","762"
"80174220","763"
"80174220","764"
"80126449","765"
"80103512","766"
"60020948","767"
"60020948","768"
"70235384","769"
"569355","770"
"60022645","771"
"80225915","769"
"80196379","772"
"80198859","773"
"80159876","774"
"81218074","775"
"81218074","776"
"80199682","777"
"80203522","778"
"80203522","779"
"80107037","241"
"80107037","780"
"80077402","781"
"80107219","241"
"60023606","782"
"81026188","783"
"80080109","391"
"80080109","784"
"80988835","785"
"80208104","786"
"80134827","102"
"80127558","787"
"80158084","788"
"80124725","501"
"70267398","789"
"80108983","790"
"292118","791"
"70003046","792"
"80221584","793"
"70053833","358"
"70122722","794"
"81217738","795"
"80081990","796"
"60004471","227"
"60022413","797"
"70058022","798"
"60022502","557"
"80244683","799"
"80028357","800"
"81217739","801"
"60031884","802"
"70117289","803"
"28631236","804"
"70121502","805"
"70215455","806"
"506464","807"
"60003508","808"
"70105132","709"
"60004083","809"
"70087538","810"
"1181661","811"
"70044693","812"
"70173046","813"
"70039187","814"
"70044686","815"
"80989043","335"
"81021831","66"
"81021832","65"
"80239932","816"
"81214223","817"
"80027560","817"
"70135899","818"
"81215437","819"
"81215438","820"
"81215438","821"
"81214187","822"
"80160987","823"
"81215439","824"
"70178618","825"
"70292700","826"
"81214214","827"
"81020531","828"
"80191051","829"
"80242446","830"
"80085566","831"
"80124722","111"
"70243696","832"
"70243692","833"
"81073633","834"
"70230138","593"
"70230138","835"
"70083532","455"
"80177865","836"
"80117534","837"
"80115031","838"
"80029708","839"
"80029708","840"
"80079470","841"
"70127998","842"
"80160759","843"
"80209608","844"
"80182622","9"
"80175694","845"
"80016471","846"
"70189289","847"
"81132624","848"
"80013267","849"
"80046819","850"
"70293315","851"
"80177400","852"
"81037898","853"
"80200267","854"
"80200267","855"
"70113538","856"
"80244457","857"
"81196441","858"
"81162089","859"
"81217737","860"
"81076114","594"
"81076114","861"
"80183187","862"
"70124331","863"
"81217749","864"
"80158800","775"
"80158800","776"
"70291121","865"
"81035105","866"
"80224054","572"
"81038832","867"
"81035109","868"
"81030893","439"
"81035103","869"
"81035104","870"
"81035104","871"
"80075824","872"
"80075824","873"
"81035108","874"
"81035107","875"
"81028556","876"
"81028574","877"
"81028574","878"
"81028560","878"
"80196044","879"
"80122177","880"
"80136925","881"
"70040076","882"
"70040076","883"
"80117532","884"
"70260514","885"
"80127995","812"
"81156627","886"
"81096745","887"
"80191804","720"
"80191109","158"
"80004534","888"
"70213466","889"
"80222787","890"
"80244848","504"
"80147403","891"
"80058424","892"
"81078466","893"
"80060034","63"
"80205085","894"
"80205085","895"
"70117297","896"
"81152923","897"
"81171862","898"
"80131563","333"
"80107990","899"
"80091658","900"
"80237420","901"
"70174733","593"
"80183088","501"
"80198018","902"
"80134279","903"
"70044870","904"
"26597413","905"
"80245356","906"
"18002692","907"
"81024100","908"
"60027583","909"
"80216003","910"
"80216003","911"
"60002033","912"
"70046968","913"
"81154982","914"
"81063129","915"
"81074542","916"
"382650","917"
"70044705","918"
"449931","919"
"81189912","920"
"80215046","921"
"60036838","922"
"81179693","923"
"485218","924"
"1192866","925"
"11819434","926"
"81050375","927"
"81050375","928"
"516788","929"
"70048968","930"
"542137","931"
"542137","932"
"60021796","761"
"60031247","933"
"60000577","934"
"80231468","935"
"81083786","936"
"80153894","937"
"1179333","938"
"70118779","220"
"653673","939"
"70020947","940"
"70117305","941"
"701346","942"
"70111489","943"
"709163","944"
"709380","945"
"1150871","946"
"70082264","947"
"70082264","52"
"1179583","948"
"70044595","949"
"60011729","950"
"60011729","951"
"70044883","952"
"22497725","953"
"60021590","950"
"60023638","954"
"70031792","955"
"70100383","956"
"60002403","957"
"17236920","958"
"923574","302"
"81152930","959"
"973861","960"
"70058796","961"
"70047101","808"
"81189396","962"
"81189396","963"
"70093991","964"
"60033247","965"
"70295067","966"
"70031779","967"
"1178866","815"
"60033312","958"
"81030409","968"
"684847","232"
"81150305","969"
"20557937","970"
"20557937","971"
"60027695","970"
"60027695","971"
"60031303","970"
"60031303","971"
"848915","972"
"60022980","973"
"60003961","974"
"70060005","975"
"70084791","976"
"81170694","977"
"81170694","978"
"70123542","979"
"70107499","980"
"70123117","981"
"70100644","982"
"80057750","881"
"70229045","881"
"70139073","983"
"81024731","984"
"70219525","587"
"16914787","985"
"81020543","986"
"81020544","986"
"80039595","987"
"70123120","988"
"80224055","572"
"70052249","400"
"70052249","989"
"70084775","990"
"70114588","991"
"70185139","992"
"80232501","993"
"80210147","994"
"80224606","995"
"80058851","584"
"70219528","982"
"70241088","996"
"70068799","459"
"70229044","474"
"70254349","997"
"70254342","998"
"80084838","999"
"70254346","1000"
"70229040","622"
"70056663","1001"
"80067906","404"
"70071832","587"
"70273401","888"
"80097390","1002"
"70106268","1003"
"80039594","1004"
"70139076","982"
"70109758","1005"
"70123126","1006"
"70303431","1007"
"70254351","1008"
"70275076","1009"
"80189997","1010"
"81015100","1011"
"80076581","1012"
"81025404","1013"
"80182949","1014"
"70060017","1015"
"70266675","1016"
"80155792","1017"
"70108590","1018"
"70185141","1019"
"80201826","1020"
"80158388","1021"
"80203778","1022"
"80201820","1023"
"80205563","1024"
"80202605","1025"
"80202605","1026"
"80208211","1027"
"80203791","1028"
"80079229","617"
"80079229","616"
"80080145","1029"
"80157797","1030"
"80032364","1031"
"80203786","1032"
"80032097","1033"
"80216268","1034"
"80156684","52"
"80174727","1035"
"80201827","1036"
"80179288","1037"
"80203780","1038"
"80216215","1039"
"80211371","999"
"80144358","1040"
"80097360","414"
"80097360","415"
"80006168","1041"
"60000545","1042"
"80025702","1043"
"80128692","1044"
"80128692","1045"
"80156369","1046"
"1145882","1047"
"70288423","1048"
"70290568","1049"
"70290568","1050"
"70141644","1051"
"81035836","1052"
"81044103","1053"
"81072917","1054"
"70142542","1055"
"81035855","1056"
"81035845","1057"
"81035856","1058"
"81035857","1059"
"80134780","1060"
"80221308","1061"
"80213657","109"
"80217133","1062"
"80106754","1063"
"80059440","1064"
"81074375","1065"
"80116761","1066"
"80116761","1067"
"70118125","1068"
"80108613","1069"
"80215139","1070"
"80215139","1071"
"81016592","1072"
"81067760","1073"
"70172928","805"
"80101493","429"
"80235472","1074"
"80177300","1075"
"80189866","335"
"80106793","1076"
"80124727","501"
"80117263","1077"
"80087897","1078"
"70084180","1079"
"80195964","1080"
"80213024","1081"
"80210691","1082"
"80210691","1083"
"80244782","1084"
"80144280","1085"
"80209866","1086"
"80167648","1087"
"80202874","1088"
"70109249","1089"
"80993095","1089"
"70045644","1090"
"70025612","1091"
"80237006","577"
"80160033","1092"
"81111849","1093"
"80083930","1094"
"80083752","1095"
"70185023","1096"
"70185023","1097"
"80189827","1098"
"80176144","1099"
"70202150","1100"
"81010699","1101"
"70299863","1102"
"80133554","1103"
"80208662","1104"
"80994596","1105"
"81031939","1106"
"81028570","1107"
"81035867","1108"
"80244640","1109"
"80999729","1110"
"80148223","1111"
"80176342","590"
"80038162","1112"
"80038162","1113"
"81087094","1114"
"80221447","1115"
"70242063","1116"
"80063265","1117"
"81034931","1118"
"80167459","1119"
"80169348","1120"
"80164778","1121"
"80087933","1122"
"80084666","1123"
"80192137","501"
"80195049","1124"
"80186850","720"
"80117765","1125"
"81002195","1126"
"81046255","1127"
"80218306","503"
"80211638","1128"
"80220758","1129"
"81036190","1130"
"81036190","798"
"80165083","1131"
"80134781","893"
"80244680","1132"
"81057229","1133"
"80151384","1134"
"80131167","1135"
"80038335","888"
"80011852","1136"
"80121348","1137"
"81011598","1138"
"81005364","1139"
"81076042","1140"
"81035880","1141"
"81103139","1142"
"70143369","1143"
"81096151","1144"
"70259801","575"
"80990658","1145"
"80133663","1146"
"80117082","1147"
"81043473","1148"
"80091267","867"
"80182919","1149"
"80182919","1150"
"80115466","1151"
"80142223","1152"
"80142223","1153"
"80080768","338"
"81061407","1154"
"80161216","1155"
"80161216","1156"
"80218111","1157"
"80991872","1158"
"81103108","1159"
"80236341","1160"
"80191050","1161"
"81041271","1162"
"80216758","1163"
"70083809","1164"
"80028529","1165"
"80998967","1166"
"81038047","1167"
"60021906","1168"
"70142827","1169"
"70149579","1005"
"70109375","1170"
"70289558","459"
"81085319","1171"
"70117577","1172"
"70158421","1173"
"20258084","1174"
"80233511","1175"
"80097814","1176"
"70241757","1177"
"80133551","293"
"81110388","1178"
"81110388","1179"
"80220311","1180"
"81110389","1181"
"70111279","1182"
"81123050","1183"
"70007056","1184"
"70035357","1185"
"80108481","1186"
"70153178","459"
"70073018","1170"
"80994416","1187"
"80243408","980"
"80994418","1188"
"70050576","1189"
"70253596","847"
"80157133","252"
"80107656","1190"
"80157083","1191"
"80098287","1192"
"80059342","1193"
"24081514","252"
"80157564","1194"
"80178078","1195"
"80178078","1196"
"80104330","1197"
"80104330","1198"
"81016247","1199"
"80223928","817"
"81065331","2"
"80186940","429"
"80120740","557"
"81077874","1200"
"80117736","1201"
"80117736","1202"
"80114666","1203"
"80114666","1204"
"80114666","1205"
"80157866","1206"
"81039410","1207"
"81012340","1208"
"70242536","1209"
"80192065","501"
"80158319","1210"
"80158319","1211"
"80143556","824"
"81092777","1212"
"81092779","1213"
"81092779","1214"
"81092776","1214"
"81092776","1215"
"81092778","1215"
"81092778","1214"
"80216541","126"
"80194950","1216"
"70261058","1217"
"70204288","1218"
"80057278","1219"
"70293703","1220"
"80165853","1221"
"80161108","1222"
"80082660","1223"
"80028359","335"
"81076049","1224"
"60031264","1225"
"81094667","1226"
"81069255","1227"
"81094083","1228"
"81080637","1229"
"80197303","1230"
"81049260","1231"
"81017593","1232"
"70270364","1233"
"81093342","1234"
"70056441","1235"
"419733","745"
"419733","1236"
"81021631","1237"
"80241044","1238"
"80213148","1239"
"80150390","44"
"80993495","1240"
"80192548","1241"
"80232894","1242"
"80232894","1243"
"80232330","1244"
"80103425","1245"
"80170875","1246"
"80990815","1247"
"80990816","1248"
"80990829","1249"
"80238110","1250"
"80241876","1251"
"80241876","1252"
"80990811","1253"
"80224106","572"
"80206732","1254"
"80990810","1255"
"80236224","1256"
"80236224","1257"
"80990814","1258"
"80245268","1259"
"80228322","400"
"80223149","1260"
"80179373","1261"
"80233962","1262"
"80233493","390"
"80990813","1263"
"80220531","1264"
"80134149","1265"
"80115133","1266"
"80176698","1267"
"80165848","1268"
"70275753","1269"
"70275753","1005"
"70275753","1270"
"70275753","578"
"70295762","1271"
"80165849","1272"
"80158395","1273"
"70275774","1168"
"80103430","1274"
"80103430","1275"
"80165850","1276"
"80103372","1277"
"80068117","1003"
"20764666","1278"
"70268209","1279"
"80165851","1280"
"70129415","1281"
"70129415","1282"
"70129415","1283"
"70129415","1284"
"70129415","1285"
"70129415","1286"
"70129415","1287"
"70129415","1288"
"70129415","1289"
"70129415","1290"
"70129415","1291"
"70129415","1292"
"80095094","1293"
"80095094","1294"
"80156763","1295"
"80156857","1296"
"70268489","1297"
"80158588","1298"
"80178720","282"
"80106505","1299"
"80169548","1300"
"80015785","1301"
"80097361","1302"
"80097361","1303"
"80176716","1304"
"80132961","1305"
"80165857","1306"
"70258366","991"
"80165732","1307"
"80165854","1308"
"80083589","1308"
"80032081","1309"
"17457962","1310"
"80182105","1311"
"80182105","1312"
"80165855","1313"
"70273637","980"
"70176968","1139"
"80173605","1314"
"80173605","1315"
"80165856","1316"
"70308135","1185"
"80101903","1317"
"80102305","1318"
"80102305","1319"
"80209796","1320"
"80152434","1321"
"70309693","1322"
"80107737","1323"
"80098305","1324"
"80152742","1325"
"80107370","1326"
"80095233","1327"
"70270362","1328"
"81074140","1026"
"81074140","1329"
"80184676","1330"
"81024044","1331"
"60023618","552"
"70113532","926"
"70074299","1332"
"80995799","1333"
"80219143","1334"
"17687959","1335"
"70100377","1336"
"80189630","1337"
"81010867","1338"
"81010865","1339"
"81010874","1340"
"80075018","1341"
"80190180","1342"
"80190180","1343"
"80150002","1344"
"80079265","1345"
"80238080","1346"
"296682","328"
"60037606","328"
"516154","328"
"80170187","203"
"80174137","1347"
"80038296","1348"
"80011848","1349"
"70100381","1350"
"80221560","1351"
"80200961","1352"
"80214580","1353"
"80085013","1354"
"81077597","322"
"80049193","1355"
"70039783","1338"
"81010871","1356"
"81004270","1357"
"81004270","1358"
"80224924","198"
"70051671","1359"
"80144408","1360"
"81038545","1361"
"81044496","1362"
"80235932","1363"
"80235932","1364"
"80235932","1365"
"80235932","1366"
"80235932","1367"
"80176592","1368"
"80170381","1369"
"80142103","1370"
"80152842","1371"
"80049928","1372"
"70296765","1373"
"80131168","1374"
"80119190","1375"
"80119190","1376"
"80119187","1377"
"80048568","1378"
"80119192","1379"
"60027945","1375"
"80119188","1377"
"60027942","1380"
"80115857","1102"
"70281026","1381"
"NA","1382"
"80119191","1383"
"80119193","1384"
"80119193","1385"
"80119189","1375"
"80119189","1377"
"80119189","1386"
"80119189","1387"
"80119189","1388"
"80119186","1380"
"70013050","1375"
"70013050","1389"
"70022548","1377"
"80097423","1390"
"80097423","1391"
"70259177","1392"
"80117458","1393"
"80143362","1394"
"80201200","1395"
"80183197","501"
"80148210","1396"
"70128549","1397"
"70069233","1397"
"80018336","1398"
"80180509","1399"
"80145255","1400"
"70230147","1401"
"80105067","1402"
"81033429","1403"
"80188579","1404"
"80992232","1405"
"80145533","1406"
"80200571","1407"
"80999977","1408"
"70129463","260"
"80170767","1409"
"80134826","593"
"81047902","1410"
"81047897","1411"
"80213803","1412"
"80175623","1413"
"81002880","293"
"80222896","1414"
"81038046","1415"
"80101096","1416"
"80202809","1417"
"80020132","1418"
"80020132","58"
"80206758","1419"
"80162210","1420"
"80126485","1421"
"80082242","1422"
"70202151","1423"
"80999996","1424"
"80999996","1425"
"80169617","1426"
"80144454","1427"
"70204282","1428"
"80242378","1429"
"80171733","1430"
"80245408","1431"
"80044566","1432"
"80991158","1433"
"80191046","1434"
"80169469","1435"
"80148239","1436"
"81010863","1338"
"80162503","1437"
