"show_id","tema_id"
"70303431","8"
"70303431","10"
"70254351","14"
"70254351","8"
"70254351","26"
"70275076","2"
"70275076","8"
"70275076","26"
"80189997","14"
"80189997","8"
"80189997","10"
"81015100","3"
"80076581","18"
"81014239","25"
"81014239","27"
"81025404","18"
"80182949","18"
"80182949","34"
"70060017","1"
"70266675","9"
"70266675","10"
"80155792","14"
"80155792","16"
"80155792","8"
"70108590","2"
"70108590","14"
"70108590","8"
"81024728","2"
"81024728","14"
"81024728","16"
"70185141","1"
"70185141","14"
"80201826","19"
"80201826","8"
"80201826","10"
"80158388","13"
"80158388","14"
"80158388","8"
"80203778","14"
"80203778","8"
"80203778","17"
"80201820","2"
"80201820","16"
"80201820","8"
"80103312","8"
"80103312","10"
"80205563","8"
"80205563","9"
"80202605","13"
"80202605","14"
"80202605","8"
"80208211","18"
"80208211","8"
"80203791","14"
"80203791","8"
"80203791","17"
"80079229","2"
"80079229","8"
"80080145","14"
"80080145","16"
"80080145","8"
"80198850","6"
"80198850","37"
"80216270","18"
"80216270","8"
"80216270","26"
"80157797","1"
"80157797","2"
"80032364","14"
"80032364","8"
"80203786","14"
"80203786","16"
"80203786","8"
"80032097","13"
"80032097","2"
"80032097","26"
"80216268","18"
"80216268","8"
"80216268","26"
"80156684","13"
"80156684","16"
"80187302","5"
"80187302","6"
"80187302","32"
"80174727","13"
"80174727","14"
"80174727","8"
"80157276","6"
"80157276","22"
"80157297","6"
"80157297","22"
"80157566","6"
"80157566","22"
"80157488","5"
"80157488","6"
"80157488","28"
"80157714","6"
"80157714","22"
"80201827","8"
"80201827","10"
"80179288","13"
"80179288","1"
"80179288","2"
"80203780","13"
"80203780","8"
"80203780","9"
"80216215","2"
"80216215","14"
"80216215","8"
"80211371","14"
"80211371","8"
"80211371","26"
"80144358","18"
"80111881","6"
"80111881","20"
"80111881","21"
"80112186","6"
"80112186","20"
"80112186","21"
"80112079","6"
"80112079","20"
"80112079","21"
"80112077","6"
"80112077","20"
"80112077","21"
"80112075","6"
"80112075","20"
"80112075","21"
"70303291","6"
"70303291","20"
"70303291","21"
"80097360","18"
"80006168","36"
"80093212","2"
"80093212","8"
"80093212","17"
"60000545","15"
"60000545","14"
"60000545","10"
"80025702","39"
"80025702","14"
"80128692","18"
"80156369","39"
"80156369","14"
"1145882","13"
"1145882","8"
"70288423","3"
"70290568","3"
"70141644","15"
"70141644","19"
"81035836","2"
"81035836","8"
"81044103","18"
"81044103","26"
"81072917","13"
"81072917","14"
"81072917","8"
"70142542","19"
"70142542","10"
"81035855","13"
"81035855","8"
"81035845","13"
"81035845","14"
"81035845","8"
"81035856","2"
"81035856","8"
"81035857","2"
"81035857","8"
"80134780","3"
"80180684","6"
"80180684","22"
"80180681","6"
"80180681","21"
"80180710","6"
"80180710","20"
"80180710","22"
"80180545","6"
"80180545","20"
"80180545","22"
"80163296","6"
"80163296","20"
"80163296","22"
"80180588","6"
"80180588","22"
"80163532","6"
"80163532","20"
"80163532","21"
"80180591","6"
"80180591","22"
"80163533","6"
"80163533","22"
"80163533","38"
"80221308","19"
"80221308","10"
"80213657","3"
"80217133","10"
"80106754","18"
"80059440","14"
"80059440","16"
"80059440","8"
"81087762","5"
"81087762","6"
"81087762","32"
"81082953","6"
"81082953","21"
"81082953","22"
"81104339","6"
"81104339","22"
"81074375","18"
"81082781","5"
"81082781","6"
"81082781","22"
"81104372","6"
"81104372","22"
"80116761","18"
"80116761","8"
"70118125","2"
"70118125","8"
"80108613","18"
"80215139","18"
"80215139","8"
"81016592","14"
"81016592","31"
"81067760","8"
"81067760","9"
"70172928","14"
"80101493","3"
"80235472","19"
"80177300","19"
"80100933","5"
"80100933","6"
"80100933","7"
"80189866","1"
"80189866","2"
"80189866","26"
"80106793","2"
"80124727","3"
"80117263","1"
"80117263","18"
"80087897","2"
"80087897","34"
"70084180","14"
"70084180","8"
"80193475","37"
"80193475","21"
"80195964","14"
"80195964","9"
"80195964","10"
"80213024","3"
"80210691","18"
"80244782","14"
"80244782","8"
"80144280","2"
"80144280","8"
"80144280","17"
"80209866","13"
"80209866","8"
"80241666","2"
"80241666","14"
"80241666","8"
"80167648","2"
"80167648","14"
"80167648","8"
"80047032","6"
"80047032","20"
"80047032","7"
"80202874","2"
"80202874","17"
"70109249","13"
"70109249","2"
"70109249","8"
"80993095","2"
"80993095","14"
"80993095","16"
"80218448","5"
"80218448","6"
"80218448","21"
"80217946","5"
"80217946","11"
"80217946","6"
"70045644","2"
"70045644","8"
"70045644","26"
"70025612","13"
"70025612","19"
"70025612","8"
"80237006","14"
"80237006","8"
"80160033","19"
"80160033","8"
"81111849","2"
"81111849","14"
"81111849","8"
"80083930","19"
"80083930","8"
"80083752","19"
"80083752","8"
"70185023","2"
"70185023","14"
"70185023","16"
"80200549","5"
"80200549","22"
"80189827","18"
"80176144","18"
"70202150","14"
"70202150","17"
"81010699","8"
"81010699","10"
"70299863","2"
"70299863","14"
"70299863","16"
"80133554","3"
"80208662","18"
"80208662","34"
"80994596","5"
"80994596","6"
"80994596","7"
"80219707","21"
"80219707","22"
"81031939","2"
"81031939","8"
"81031939","17"
"81028570","14"
"81028570","16"
"80207066","27"
"81035867","2"
"81035867","8"
"81035867","26"
"80244640","14"
"80244640","8"
"80244640","10"
"80999729","2"
"80999729","17"
"80198137","21"
"80225312","5"
"80225312","6"
"80225312","22"
"80992499","2"
"80992499","8"
"80148223","18"
"80148223","8"
"80148223","40"
"80176342","13"
"80176342","14"
"80176342","8"
"80038162","18"
"81087094","19"
"81087094","16"
"81087094","10"
"80221447","1"
"70242063","18"
"81013657","22"
"81013657","38"
"80994222","37"
"80994222","21"
"80239459","37"
"80239459","21"
"80063265","13"
"80063265","2"
"80993756","6"
"80993756","20"
"80993756","22"
"81034931","13"
"81034931","19"
"81034931","8"
"80202903","14"
"80202903","8"
"80202903","10"
"80990935","6"
"80990935","32"
"80990935","20"
"80167459","18"
"80169348","18"
"80164778","13"
"80164778","14"
"80164778","8"
"80068327","2"
"80068327","14"
"80087933","18"
"80993739","6"
"80993739","20"
"80993739","22"
"81132060","41"
"80084666","14"
"80084666","8"
"80192137","3"
"80195049","2"
"80195049","17"
"80186850","3"
"80117765","10"
"81002195","18"
"81029429","11"
"81029429","6"
"81046255","14"
"81046255","16"
"81046255","8"
"80218306","13"
"80218306","16"
"80218306","9"
"80211638","19"
"80211638","34"
"80211638","10"
"80197889","22"
"80197889","23"
"80220758","18"
"81036190","2"
"81036190","26"
"81036190","40"
"80165083","13"
"80165083","8"
"80165083","9"
"80134781","3"
"80100106","20"
"80100106","21"
"80100106","22"
"80244680","18"
"80244680","8"
"81057229","13"
"81057229","2"
"81057229","8"
"80213536","6"
"80213536","28"
"80213536","21"
"80151384","3"
"80098046","6"
"80098046","32"
"80098046","20"
"80091779","6"
"80091779","32"
"80091779","20"
"80091783","6"
"80091783","32"
"80091783","20"
"80131167","18"
"80098047","5"
"80098047","6"
"80098047","32"
"80091781","6"
"80091781","32"
"80091781","20"
"80091778","6"
"80091778","32"
"80091778","20"
"70212980","4"
"80038335","3"
"80011852","18"
"80011852","26"
"80121348","14"
"80121348","16"
"80121348","34"
"81011598","3"
"81005364","2"
"81005364","14"
"81005364","8"
"81076042","11"
"81035880","2"
"81035880","8"
"81103139","14"
"70143369","13"
"70143369","9"
"81096151","2"
"81096151","14"
"81096151","8"
"70259801","13"
"80244271","5"
"80244271","6"
"80244271","22"
"80990658","13"
"80990658","8"
"80133663","3"
"80117082","14"
"80117082","16"
"80117082","17"
"81043473","14"
"80091267","14"
"80091267","16"
"80091267","8"
"80182919","10"
"80115466","13"
"80115466","29"
"80115466","8"
"80176819","6"
"80176819","32"
"80176819","27"
"80173481","11"
"80173481","6"
"80142223","18"
"80142223","8"
"80142223","34"
"80122179","5"
"80122179","11"
"80122179","24"
"80080768","19"
"80080768","16"
"80080768","10"
"81061407","14"
"81061407","16"
"81061407","40"
"80161216","19"
"80161216","8"
"80218111","2"
"80218111","8"
"80218111","17"
"80996626","4"
"80047200","20"
"80047200","7"
"80047200","22"
"80991872","5"
"80991872","11"
"80991872","6"
"81077863","18"
"81077863","8"
"81077851","18"
"81077851","8"
"81073590","18"
"81073590","8"
"81103108","2"
"81103108","17"
"80999455","21"
"80236341","13"
"80236341","8"
"80191050","18"
"80191050","26"
"81041271","3"
"80216758","14"
"80216758","9"
"80216758","10"
"81092192","6"
"81092192","20"
"81092192","21"
"70083809","3"
"80028529","1"
"70154110","14"
"70154110","8"
"80998967","1"
"80998967","14"
"81038047","14"
"81038047","16"
"81038047","8"
"60021906","2"
"60021906","8"
"60021906","9"
"70142827","13"
"70142827","9"
"70142827","10"
"70149579","14"
"70149579","16"
"70149579","8"
"70109375","13"
"70109375","8"
"70109375","26"
"70289558","14"
"70289558","8"
"70289558","26"
"81085319","2"
"70117577","2"
"70117577","17"
"80227554","40"
"70158421","1"
"70158421","2"
"70158421","8"
"20258084","2"
"20258084","15"
"20258084","8"
"80233511","18"
"80233511","8"
"80097814","14"
"80097814","16"
"70241757","14"
"70241757","16"
"80133551","3"
"81110388","2"
"81110388","8"
"81110388","26"
"80220311","13"
"81110389","2"
"81110389","14"
"81110389","8"
"81112772","25"
"81112772","4"
"81112772","21"
"70111279","2"
"70111279","14"
"70111279","8"
"81123050","14"
"81123050","16"
"81123050","8"
"81037237","4"
"81037237","7"
"81087124","6"
"81087124","20"
"81087124","22"
"70007056","14"
"70007056","8"
"70007056","10"
"70035357","2"
"70035357","8"
"70035357","26"
"80108481","2"
"80108481","8"
"70153178","14"
"70153178","8"
"70153178","26"
"70073018","13"
"70073018","14"
"70073018","8"
"80994416","2"
"80994416","8"
"80243408","13"
"80243408","14"
"80243408","8"
"80994418","2"
"80994418","14"
"80994418","8"
"70050576","13"
"70050576","29"
"70050576","39"
"70253596","15"
"70253596","16"
"70253596","10"
"70273371","33"
"70273371","6"
"80157133","2"
"80157133","8"
"80157133","9"
"80122237","11"
"80122237","6"
"80107656","18"
"80157083","2"
"80157083","14"
"80157083","8"
"80098287","14"
"80098287","16"
"80098287","17"
"80059342","36"
"24081514","14"
"24081514","8"
"24081514","26"
"80047031","6"
"80047031","7"
"80047031","22"
"80128688","18"
"80128688","40"
"80157564","14"
"80157564","8"
"80178078","14"
"80178078","8"
"80178078","10"
"80104330","18"
"80104330","8"
"81053958","13"
"81053958","14"
"81094666","10"
"80992787","33"
"80992787","6"
"81036199","2"
"81016247","18"
"80097726","25"
"80097726","11"
"80097726","12"
"80223928","1"
"80223928","2"
"81065331","1"
"80186940","3"
"80120740","2"
"81077874","18"
"81098013","5"
"81098013","6"
"81098013","22"
"80117736","2"
"80117736","16"
"80174364","4"
"80174364","28"
"80174364","21"
"80114666","18"
"80157866","2"
"80157866","15"
"80157866","16"
"80161029","1"
"81039410","14"
"81039410","16"
"81039410","8"
"81012340","14"
"81012340","16"
"81012340","8"
"70242536","13"
"70242536","2"
"70242536","14"
"70287630","4"
"80192065","3"
"80158319","5"
"80158319","11"
"80158319","24"
"80143556","2"
"80143556","17"
"80184379","4"
"80184379","21"
"81092777","1"
"81092779","36"
"81092776","1"
"81092778","36"
"80216541","2"
"80216541","14"
"80216541","8"
"80216756","27"
"80241986","22"
"80987113","6"
"80987113","20"
"80987113","22"
"80197989","22"
"80197989","30"
"80194950","2"
"70261058","2"
"70261058","8"
"70261058","26"
"70204288","13"
"70204288","2"
"70204288","14"
"80057278","13"
"80057278","14"
"80057278","8"
"70293703","14"
"70293703","8"
"70293703","10"
"80165853","14"
"80165853","16"
"80165853","8"
"80161108","1"
"80082660","2"
"80082660","14"
"80082660","8"
"80028359","1"
"80028359","2"
"80028359","40"
"81076049","18"
"60031264","1"
"60031264","2"
"81094667","14"
"81094667","16"
"81094667","10"
"81069255","18"
"81069255","26"
"81094083","14"
"81094083","16"
"81094083","8"
"80208082","18"
"80208082","8"
"81080637","18"
"80197303","18"
"80197303","8"
"81049260","19"
"81049260","8"
"81017593","13"
"81017593","16"
"81017593","8"
"81062075","42"
"81062075","22"
"81062075","38"
"70270364","13"
"70270364","15"
"70270364","8"
"81093342","2"
"81093342","14"
"81093342","8"
"70056441","1"
"70056441","2"
"419733","1"
"80156137","27"
"81021631","10"
"80241044","13"
"80241044","2"
"80241044","8"
"80213148","18"
"80150390","2"
"80150390","8"
"80150390","9"
"80993495","14"
"80993495","8"
"80229034","6"
"80229034","35"
"80229034","24"
"70213130","6"
"70213130","32"
"70213130","20"
"80192548","13"
"80192548","14"
"80192548","8"
"80232894","18"
"80232894","8"
"80232330","13"
"80232330","16"
"80103425","2"
"80103425","8"
"80170875","14"
"80170875","16"
"80170875","8"
"80990815","14"
"80990815","8"
"80990815","10"
"80990816","14"
"80990816","8"
"80081705","6"
"80081705","32"
"80081705","28"
"80990829","18"
"80990829","34"
"80238110","3"
"80229102","5"
"80229102","6"
"80229102","21"
"80241876","18"
"80241876","8"
"80241876","40"
"80990811","2"
"80990811","8"
"80990811","17"
"80066146","6"
"80066146","32"
"80066146","20"
"80229286","6"
"80229286","22"
"80224106","8"
"80224106","17"
"80206732","13"
"80206732","14"
"80206732","8"
"80990810","14"
"80990810","8"
"80235766","36"
"80235767","36"
"80235853","36"
"80236099","36"
"80235854","36"
"80236224","36"
"80229190","6"
"80229190","37"
"80229190","21"
"80990814","14"
"80990814","8"
"80245268","18"
"80245268","8"
"80227186","4"
"80228322","14"
"80228322","8"
"80204739","6"
"80204739","37"
"80228923","6"
"80228923","22"
"80223149","18"
"80223149","40"
"80179373","2"
"80179373","14"
"80179373","16"
"80233962","2"
"80233962","8"
"80233493","13"
"80233493","2"
"80233493","19"
"80990813","14"
"80990813","8"
"80220531","14"
"80220531","16"
"80134149","10"
"80115133","14"
"80115133","16"
"80115133","8"
"80176698","2"
"80176698","14"
"80176698","8"
"80165848","2"
"80165848","14"
"80165848","8"
"70275753","14"
"70275753","8"
"70295762","13"
"70295762","2"
"70295762","8"
"80165849","14"
"80165849","16"
"80165849","8"
"80158395","14"
"80158395","8"
"80158395","17"
"70275774","2"
"70275774","8"
"70275774","26"
"80103430","18"
"80165850","2"
"80165850","8"
"80103372","2"
"80103372","14"
"80103372","16"
"80068117","14"
"80068117","8"
"80068117","10"
"20764666","2"
"20764666","14"
"20764666","8"
"70268209","18"
"70268209","8"
"80165851","13"
"80165851","2"
"80165851","8"
"70129415","13"
"70129415","29"
"70129415","9"
"80095094","18"
"80156763","2"
"80156763","8"
"80156857","14"
"80156857","8"
"80156857","10"
"70268489","14"
"70268489","8"
"70268489","17"
"80159732","6"
"80159732","37"
"80158588","18"
"80178720","14"
"80178720","8"
"80178720","17"
"80106505","14"
"80106505","16"
"80106505","8"
"80169548","18"
"80169548","40"
"80015785","14"
"80015785","8"
"80015785","40"
"80097361","18"
"80176716","14"
"80176716","16"
"80176716","8"
"80132961","18"
"80132961","8"
"80165857","2"
"80165857","8"
"80165857","17"
"70258366","2"
"70258366","14"
"70258366","8"
"80165732","2"
"80165732","14"
"80165732","8"
"80165854","2"
"80165854","14"
"80165854","8"
"80083589","2"
"80083589","14"
"80083589","8"
"80032081","2"
"80032081","14"
"80032081","8"
"17457962","14"
"17457962","8"
"17457962","17"
"80182105","18"
"80182105","8"
"80165855","13"
"80165855","14"
"80165855","16"
"70273637","14"
"70273637","8"
"70273637","10"
"70176968","2"
"70176968","14"
"70176968","8"
"80173605","14"
"80173605","8"
"80165856","2"
"80165856","8"
"70308135","13"
"70308135","2"
"70308135","8"
"80101903","36"
"80093103","14"
"80093103","8"
"80093103","17"
"80102305","18"
"80102305","8"
"70176655","19"
"70176655","9"
"70176655","10"
"80185171","25"
"80185171","5"
"80185171","6"
"80209796","14"
"80152434","14"
"80152434","10"
"70309693","14"
"70309693","16"
"80107737","18"
"80098305","18"
"80098305","8"
"80152742","2"
"80152742","8"
"80107370","14"
"80107370","16"
"80107370","8"
"80095233","14"
"80095233","8"
"80095233","10"
"80998491","25"
"80998491","6"
"80998491","21"
"80242036","6"
"80242036","20"
"80242036","22"
"70270362","2"
"70270362","14"
"70270362","16"
"80192577","21"
"81049445","6"
"81049445","22"
"81049445","24"
"80204890","11"
"81074140","13"
"81074140","2"
"81074140","8"
"80179831","33"
"80179831","6"
"80184676","14"
"80184676","16"
"80184676","17"
"81024044","14"
"81024044","16"
"81024044","8"
"81033727","5"
"81033727","6"
"81033727","28"
"60023618","1"
"60023618","2"
"81049413","6"
"81049413","22"
"70113532","13"
"70113532","9"
"70074299","2"
"70074299","14"
"70074299","17"
"80995799","1"
"80995799","14"
"80214772","5"
"80214772","6"
"80214772","32"
"80219143","18"
"80219143","8"
"80219143","40"
"17687959","2"
"17687959","40"
"70100377","14"
"70100377","31"
"80189630","2"
"80189630","14"
"80189630","17"
"81010867","2"
"81010867","8"
"81010865","14"
"81010865","8"
"81010865","17"
"81010874","8"
"81010874","17"
"80075018","14"
"80075018","8"
"80075018","17"
"80238357","22"
"80238357","35"
"80238357","24"
"70260374","13"
"70260374","19"
"80190180","8"
"80190180","10"
"80150002","3"
"80079265","13"
"80079265","9"
"80083977","5"
"80083977","22"
"81091015","5"
"81091015","22"
"81091015","23"
"80238080","1"
"80238080","2"
"80238080","9"
"296682","1"
"296682","39"
"60037606","1"
"60037606","14"
"80174617","5"
"80174617","6"
"80174617","22"
"516154","1"
"80170187","3"
"80174137","14"
"80174137","16"
"80038296","3"
"80011848","18"
"80214405","6"
"80214405","32"
"80214405","20"
"70100381","1"
"70100381","2"
"70110919","14"
"70110919","8"
"80221560","1"
"80221560","2"
"80221560","14"
"80200961","13"
"80214580","2"
"80214580","17"
"80085013","8"
"80085013","17"
"81077597","14"
"81077597","16"
"81077597","8"
"80049193","14"
"80049193","8"
"80049193","40"
"70039783","2"
"70039783","14"
"70039783","8"
"81010871","14"
"81010871","8"
"81010871","17"
"81004270","18"
"81004270","40"
"80224924","18"
"70051671","2"
"70051671","17"
"80144408","4"
"80144408","21"
"81038545","19"
"81044496","14"
"81044496","16"
"81044496","8"
"80235932","21"
"80232149","4"
"80170720","5"
"80170720","6"
"80170720","7"
"80176592","13"
"80176592","9"
"80170381","4"
"80170381","21"
"80142103","14"
"80142103","16"
"80142103","10"
"80179907","3"
"80152842","19"
"80152842","8"
"80049928","11"
"70296765","18"
"70296765","40"
"80131168","18"
"80119190","39"
"80119190","18"
"80119187","39"
"80119187","18"
"80048568","25"
"80048568","5"
"80048568","6"
"80178464","25"
"80178464","11"
"80178464","12"
"80119192","39"
"80119192","18"
"70202593","25"
"70202593","20"
"70202593","22"
"60027945","39"
"60027945","18"
"80119188","39"
"80119188","18"
"60027942","39"
"60027942","18"
"80115857","14"
"80115857","16"
"80115857","17"
"70281026","25"
"70281026","5"
"70281026","22"
"70304244","25"
"70304244","5"
"70304244","6"
"80179057","25"
"80179057","5"
"80179057","11"
"80119191","39"
"80119191","18"
"80119193","39"
"80119193","18"
"80119189","39"
"80119189","18"
"80119186","39"
"80119186","18"
"70013050","18"
"80173770","25"
"80173770","11"
"80173770","12"
"80173896","25"
"80173896","11"
"80173896","12"
"70022548","18"
"80097423","18"
"80097423","31"
"80097423","26"
"70259177","5"
"70259177","6"
"70259177","22"
"81025019","25"
"81025019","4"
"80117458","14"
"80117458","16"
"80117458","40"
"80143362","2"
"80143362","17"
"80201200","13"
"80201200","8"
"80201200","9"
"80145087","11"
"80183197","3"
"80148210","14"
"80148210","9"
"80148210","10"
"70128549","2"
"70128549","15"
"70069233","2"
"70069233","15"
"80206395","11"
"80018336","19"
"80018336","16"
"80018336","10"
"80180509","2"
"80180509","14"
"80180509","16"
"80145255","13"
"70230147","2"
"70230147","17"
"80105067","1"
"80105067","2"
"80123950","6"
"80123950","7"
"80123950","21"
"81033429","2"
"81033429","14"
"81033429","16"
"80188579","14"
"80188579","8"
"80188579","40"
"80992232","5"
"80992232","6"
"80992232","22"
"80189898","6"
"80189898","22"
"80189898","24"
"80145533","14"
"80145533","40"
"80200571","14"
"80999977","18"
"81049739","6"
"81049739","22"
"80223793","25"
"80223793","6"
"80223793","22"
"70129463","2"
"70129463","19"
"70129463","16"
"80170767","14"
"80170767","16"
"80170767","40"
"81012998","22"
"81012998","30"
"80127927","4"
"80134826","3"
"81047902","19"
"81047902","8"
"81047897","14"
"81047897","8"
"81047897","17"
"80213803","25"
"80213803","6"
"80213803","37"
"80175623","14"
"80175623","8"
"80175623","17"
"81002880","3"
"80222896","14"
"80222896","8"
"80222896","10"
"81038046","13"
"81038046","2"
"81038046","14"
"81049479","5"
"81049479","6"
"81049479","28"
"80101096","1"
"80101096","2"
"80202809","13"
"80202809","2"
"80202809","8"
"80020132","1"
"80206758","18"
"80206758","8"
"80162210","3"
"80126485","18"
"80082242","14"
"70251816","5"
"70251816","11"
"70202151","2"
"80999996","13"
"80999996","2"
"80999996","8"
"80222788","5"
"80222788","6"
"80222788","22"
"80169617","13"
"80169617","2"
"80144454","14"
"80144454","8"
"70204282","18"
"70204282","8"
"80242378","14"
"80242378","16"
"80184068","25"
"80184068","6"
"80184068","22"
"80171733","14"
"80245408","14"
"80245408","8"
"80245408","26"
"80044566","14"
"80044566","16"
"80189632","4"
"80230265","5"
"80230265","6"
"80230265","7"
"81076756","5"
"81076756","6"
"81076756","22"
"80991158","14"
"80991158","8"
"80991158","9"
"80208298","6"
"80208298","20"
"80208298","22"
"80191046","18"
"80191046","26"
"80223108","27"
"81049348","6"
"81049348","22"
"80169469","2"
"80169469","14"
"80169469","26"
"80148239","18"
"80148239","8"
"80148239","26"
"81049949","18"
"81049949","8"
"81049949","40"
"70230412","4"
"80220655","6"
"80220655","21"
"80220655","22"
"81010863","13"
"81010863","2"
"81010863","8"
"80162503","13"
"80162503","2"
"80162503","8"
"80150350","2"
"80150350","14"
"80150350","8"
"80160692","14"
"80160692","8"
"80160692","17"
"70060865","19"
"70060865","8"
"80157890","8"
"80157890","17"
"80164752","18"
"80164752","40"
"80135149","14"
"80135149","16"
"80135149","8"
"80171965","37"
"80171965","21"
"80100945","18"
"80100945","8"
"70293820","18"
"70293820","8"
"80195967","13"
"80195967","1"
"80195967","16"
"81033107","18"
"81033107","8"
"81033107","40"
"81049315","6"
"81049315","22"
"81048554","14"
"81048554","16"
"81048554","8"
"81002451","6"
"81002451","20"
"81002451","22"
"80144983","18"
"80170245","6"
"80170245","7"
"80170245","22"
"80117291","33"
"80117291","5"
"80117291","6"
"70105459","13"
"70105459","14"
"70105459","16"
"80207444","2"
"80207444","14"
"80207444","16"
"81033516","14"
"81033516","8"
"81075235","13"
"81075235","14"
"81075235","8"
"81072516","13"
"81072516","14"
"81072516","8"
"70283202","2"
"70283202","14"
"70140447","21"
"80156212","14"
"70296742","2"
"70296742","14"
"70296742","8"
"81059944","18"
"81059944","8"
"80095531","14"
"80095531","8"
"80095531","26"
"80097594","33"
"80097594","5"
"80097594","6"
"80156688","11"
"80156688","12"
"80192139","3"
"80192063","3"
"80218656","19"
"80218656","8"
"80095806","18"
"80095806","26"
"80013550","14"
"80013550","16"
"80013550","8"
"80058979","18"
"81037077","3"
"81054383","18"
"81047798","14"
"81047798","16"
"81047798","9"
"80189216","13"
"80189216","14"
"80092781","1"
"80092781","2"
"81019338","2"
"81019338","14"
"81019338","16"
"80132964","18"
"80117824","13"
"80117824","19"
"80117824","8"
"80058460","2"
"80058460","19"
"80076467","3"
"80049951","18"
"80049951","8"
"80031800","1"
"80031800","2"
"80031800","15"
"80017171","2"
"80017171","14"
"80017171","16"
"81045888","6"
"81045888","20"
"81045888","21"
"80108984","2"
"80108984","14"
"80108984","16"
"80113090","4"
"80135296","18"
"80158577","14"
"80158577","8"
"80158577","10"
"80132738","6"
"80132738","22"
"70175439","14"
"70175439","8"
"80204923","1"
"80204923","14"
"80112916","6"
"80112916","7"
"80112916","22"
"80117831","18"
"80145240","5"
"80145240","11"
"80223734","3"
"70307848","2"
"70307848","14"
"70307848","17"
"70105599","1"
"80114919","5"
"80114919","6"
"80114919","22"
"60029366","39"
"60029366","14"
"60029366","16"
"80100260","13"
"80017170","14"
"80017170","8"
"70028197","1"
"70028197","2"
"81013990","2"
"81013990","14"
"81013990","8"
"80171678","13"
"80171678","8"
"81074015","2"
"81074015","14"
"81074015","8"
"81041273","3"
"70108985","1"
"70108985","2"
"81004374","14"
"81004374","8"
"81004374","34"
"80988860","6"
"80988860","20"
"80988860","22"
"70045356","3"
"70203594","3"
"70253171","3"
"70109657","3"
"70020728","13"
"70020728","2"
"70020728","15"
"81024308","18"
"81024308","40"
"80174608","28"
"80174608","35"
"80174608","38"
"81049381","6"
"81049381","22"
"81031178","13"
"81031178","14"
"81031178","8"
"80194956","5"
"80194956","11"
"70056425","14"
"70056425","8"
"70056425","10"
"81050198","10"
"80156538","25"
"80156538","11"
"80156538","12"
"80124723","25"
"80124723","6"
"80124723","21"
"81034771","19"
"81034771","16"
"81034771","10"
"80239442","14"
"80239442","8"
"80238299","2"
"80238299","14"
"80238299","8"
"80201814","14"
"80201814","16"
"80201814","8"
"80201604","2"
"80201604","14"
"80201604","8"
"80192244","29"
"80192244","1"
"80192244","8"
"80235957","2"
"80235957","14"
"80235957","8"
"80235139","5"
"80235139","6"
"80235139","22"
"80147758","13"
"80147758","14"
"80147758","8"
"80201608","14"
"80201608","8"
"80241537","1"
"80241537","2"
"80241616","1"
"80241616","2"
"80239642","14"
"80239642","16"
"80239988","18"
"80239988","8"
"80173925","21"
"80173925","38"
"70041893","14"
"70041893","8"
"80238298","19"
"80238298","8"
"80238298","10"
"80234795","6"
"80234795","20"
"80234795","21"
"80238400","14"
"80238400","8"
"80238400","26"
"80215154","6"
"80215154","20"
"80215154","22"
"80239738","14"
"80239738","8"
"80206360","6"
"80206360","22"
"80206360","24"
"60021758","13"
"60021758","14"
"60021758","8"
"70095265","13"
"70095265","2"
"70095265","8"
"80164075","18"
"80164075","8"
"80164075","40"
"80117240","14"
"80117240","16"
"80098842","18"
"80098842","14"
"80098842","8"
"80156935","13"
"80156935","2"
"80156935","14"
"80102080","14"
"80102080","8"
"80092884","14"
"80092884","16"
"80092884","8"
"80023794","18"
"80023794","40"
"70230417","4"
"81060041","14"
"81060041","16"
"81060041","40"
"70090072","14"
"70090072","8"
"70090072","17"
"80145621","14"
"80145621","8"
"80145621","17"
"80100268","2"
"80100268","14"
"80100268","8"
"80206696","8"
"80206696","17"
"81010870","2"
"81010870","14"
"81010870","8"
"80226234","13"
"80226234","14"
"80226234","8"
"80081274","14"
"80081274","16"
"80081274","8"
"80170845","27"
"80170845","30"
"80134967","3"
"70210484","11"
"81049544","6"
"81049544","22"
"81049544","24"
"81049511","6"
"81049511","21"
"81049511","38"
"80192187","13"
"80174917","33"
"80174917","6"
"80189653","3"
"80135585","1"
"80094387","5"
"80094387","6"
"80094387","32"
"80094386","6"
"80094386","32"
"80094386","20"
"80214087","3"
"80216664","26"
"80017535","13"
"81049674","6"
"81049674","20"
"81049674","22"
"81049707","6"
"81049707","22"
"80219917","10"
"80174144","2"
"80174144","14"
"80174144","16"
"80073289","21"
"80220677","19"
"80229829","14"
"80229829","16"
"80229829","8"
"80141173","14"
"80141173","8"
"80141173","40"
"80081170","4"
"80081170","21"
"80097003","14"
"80097003","16"
"80161700","6"
"80161700","32"
"80161700","20"
"80160127","18"
"80160357","14"
"80160357","8"
"80160357","17"
"81059183","18"
"81059183","8"
"81059183","40"
"81024332","14"
"81024332","31"
"81059444","18"
"81059444","8"
"81059444","26"
"80987464","2"
"80987464","8"
"80156925","1"
"80156925","14"
"80156925","17"
"80222770","11"
"80222770","6"
"60002907","13"
"60002907","8"
"60002907","17"
"80207473","2"
"80001101","27"
"80001101","12"
"80990534","19"
"80990534","16"
"70111265","13"
"70111265","9"
"70024098","2"
"70024098","14"
"70024098","16"
"80071907","14"
"80071907","16"
