"show_id","tema_id"
"80223685","21"
"80189586","11"
"80189586","4"
"80189586","12"
"80244019","14"
"80244019","8"
"80162143","19"
"81060174","3"
"70130445","14"
"70130445","17"
"80216928","18"
"80216928","8"
"81001494","18"
"81001494","8"
"81077065","6"
"81077065","27"
"80991570","10"
"80184129","2"
"80184129","16"
"80184129","10"
"60000861","2"
"60000861","15"
"60000861","14"
"1151375","13"
"81137484","18"
"81137484","8"
"80187228","13"
"81031008","18"
"70099119","1"
"70039185","2"
"70039185","17"
"81073764","4"
"81165769","14"
"81165769","8"
"70056433","2"
"70113003","14"
"60031232","14"
"60031232","10"
"80032842","14"
"80032842","8"
"80032842","10"
"81137482","14"
"81137482","16"
"81137482","8"
"70043308","1"
"70043308","2"
"81165771","2"
"81165771","8"
"81165771","17"
"70044697","13"
"70044697","14"
"70105368","14"
"70105368","16"
"80241003","25"
"80241003","5"
"80241003","11"
"81141689","1"
"1008581","39"
"1008581","2"
"1008581","15"
"70058023","2"
"70058023","15"
"81165786","14"
"81165786","8"
"81165786","17"
"81165770","14"
"81165770","8"
"81165770","10"
"70043303","14"
"70043303","17"
"70043303","9"
"70136074","19"
"70136074","16"
"70136074","10"
"1153194","13"
"1153194","17"
"70112730","13"
"81154900","4"
"81154956","4"
"81158575","2"
"81158575","8"
"81065786","13"
"81065786","2"
"81065786","8"
"70087541","13"
"70087541","2"
"81004113","5"
"81004113","6"
"81004113","22"
"81003984","18"
"81003984","8"
"81003984","40"
"70024088","16"
"70024088","10"
"81005312","14"
"81005312","8"
"81005312","10"
"80082969","19"
"80082969","10"
"80994130","14"
"80994130","16"
"80994130","8"
"81019924","1"
"81019924","2"
"81019924","14"
"81013710","14"
"81013710","16"
"81013710","8"
"70077076","2"
"70077076","15"
"70077076","19"
"81014988","14"
"81014988","16"
"81014988","8"
"80102950","2"
"80102950","19"
"80102950","8"
"80994108","6"
"80994108","21"
"80994108","22"
"70055221","2"
"70055221","16"
"70055221","8"
"81005314","14"
"81005314","8"
"81005314","40"
"80242828","19"
"81004223","19"
"81004223","16"
"81004223","10"
"80198730","14"
"80198730","10"
"80999945","18"
"80999945","8"
"80999945","40"
"81016043","19"
"81016043","8"
"81016043","10"
"17672040","13"
"81004162","6"
"81004162","22"
"80188969","6"
"80188969","21"
"80188969","22"
"80189155","6"
"80189155","22"
"80189155","35"
"20254278","13"
"20254278","8"
"80203742","18"
"80203742","8"
"80189208","6"
"80189208","22"
"80189208","35"
"70276596","13"
"70276596","29"
"70276596","8"
"80063025","13"
"80063025","29"
"80063025","8"
"70068739","14"
"70068739","16"
"80158389","2"
"80158389","8"
"80158389","17"
"80184974","18"
"80184974","8"
"80184974","40"
"80156941","14"
"80156941","8"
"80156941","26"
"80178543","6"
"80178543","22"
"70213196","33"
"70213196","6"
"70208520","11"
"70208520","27"
"80061314","18"
"70052492","13"
"70052492","29"
"70052492","8"
"70036200","13"
"70036200","29"
"70036200","8"
"70018513","13"
"70018513","29"
"70018513","8"
"80158480","13"
"80158480","8"
"80105933","4"
"80139506","2"
"80139506","19"
"80205314","14"
"80205314","8"
"80205314","40"
"80133200","6"
"80133200","21"
"80133200","22"
"80158545","2"
"80158545","8"
"80158545","26"
"80156939","13"
"80156939","14"
"80156939","8"
"80152537","13"
"80152537","29"
"80152537","8"
"80045673","13"
"80045673","29"
"80045673","8"
"70275937","13"
"70275937","29"
"70275937","8"
"70101321","13"
"70101321","29"
"70101321","8"
"70108386","13"
"70108386","29"
"70108386","8"
"70074559","13"
"70074559","29"
"70074559","8"
"80162197","13"
"80162197","2"
"80162197","8"
"80184055","18"
"80184055","40"
"80160358","18"
"80160358","8"
"60034929","39"
"60034929","2"
"60034929","16"
"80157134","14"
"80157134","8"
"80157134","17"
"80141891","2"
"80141891","14"
"80141891","8"
"80183897","10"
"80177834","1"
"80177834","2"
"80121855","18"
"80121855","8"
"80168028","14"
"80168028","8"
"80200913","4"
"80190990","18"
"80190990","8"
"80173269","18"
"80173269","34"
"80173269","26"
"80106140","14"
"80106140","8"
"80106137","2"
"80106137","8"
"80118873","25"
"80118873","11"
"70229514","25"
"70229514","35"
"70229514","23"
"80114155","14"
"80114155","16"
"80114155","8"
"70303288","6"
"70303288","20"
"70303288","21"
"80118841","1"
"80118841","2"
"80102579","1"
"80102579","14"
"80102579","40"
"80111273","6"
"80111273","21"
"80111273","22"
"80097438","18"
"80111710","6"
"80111710","20"
"80111710","21"
"80114419","2"
"80114419","8"
"80118888","18"
"80128337","6"
"80128337","21"
"80128337","22"
"70303289","6"
"70303289","20"
"70303289","22"
"80111614","6"
"80111614","20"
"80111614","21"
"80111275","6"
"80111275","20"
"80111275","21"
"80103426","2"
"80103426","8"
"80103426","17"
"80118889","25"
"80118889","5"
"80118889","11"
"70278877","3"
"80244311","14"
"80244311","17"
"81183570","14"
"81183570","10"
"80216665","27"
"81016328","1"
"81016328","14"
"81016328","40"
"80239503","3"
"81016321","14"
"81016321","8"
"81016321","17"
"80031666","18"
"80031666","8"
"80995737","3"
"81021976","1"
"81021976","2"
"81020161","13"
"81020161","14"
"81020161","8"
"80025390","14"
"80025390","8"
"80196216","18"
"80196216","26"
"80091741","18"
"80115464","3"
"80113144","4"
"80041653","13"
"80041653","14"
"80041653","8"
"81016338","14"
"81016338","8"
"81016338","17"
"81002592","2"
"81002592","14"
"81002592","8"
"81017724","19"
"80174918","33"
"80174918","6"
"80170301","13"
"80170301","2"
"80170301","8"
"80189623","18"
"80189623","34"
"80215730","4"
"81161487","6"
"81161487","32"
"81161487","28"
"81177367","14"
"81177367","16"
"81177367","8"
"81016323","14"
"81016323","8"
"81016323","40"
"80198511","27"
"81016318","14"
"81016318","8"
"80240840","11"
"80191369","33"
"80191369","6"
"80242081","19"
"80242081","10"
"80168222","2"
"80168222","14"
"80168222","16"
"80999063","1"
"80220650","6"
"80220650","32"
"80220650","21"
"80164032","18"
"80237905","19"
"80237905","10"
"80117803","4"
"80117803","28"
"80117803","22"
"81021243","1"
"81004460","14"
"81004460","10"
"81016330","14"
"81016330","8"
"70105130","19"
"70105130","10"
"81010662","33"
"81010662","6"
"81010662","20"
"80141858","1"
"80141858","2"
"81084225","3"
"80203920","5"
"80203920","6"
"80203920","28"
"80242051","5"
"80242051","6"
"80242051","22"
"80199806","14"
"80199806","8"
"80199806","10"
"80084834","14"
"80084834","8"
"80208273","3"
"80145699","18"
"80204927","6"
"80204927","27"
"70266684","19"
"81166978","6"
"81166978","32"
"81166978","20"
"81177371","14"
"81177371","8"
"81177371","17"
"81167029","6"
"81167029","32"
"81167029","20"
"81142594","5"
"81142594","6"
"81142594","22"
"70067230","14"
"70067230","16"
"70067230","8"
"80207446","14"
"80207446","8"
"80207447","14"
"80207447","16"
"80207447","8"
"80987753","37"
"80987753","21"
"81016324","14"
"81016324","8"
"80192097","14"
"80192097","17"
"80192097","40"
"70185045","18"
"80217066","33"
"80217066","5"
"70002129","1"
"80191963","14"
"80191963","8"
"80218099","19"
"80199767","19"
"80191665","3"
"80161921","13"
"81148672","3"
"81169914","11"
"81211714","18"
"81211714","8"
"80224362","14"
"80092857","1"
"80092857","2"
"80244679","18"
"80244679","8"
"81110394","18"
"81110394","8"
"81110394","40"
"80067754","14"
"80067754","17"
"80067754","9"
"80189954","1"
"80189954","2"
"80094648","19"
"80094648","8"
"80094648","10"
"80066073","18"
"80123740","2"
"80123740","14"
"80123740","8"
"80123741","2"
"80123741","8"
"80094260","6"
"80094260","21"
"80123742","2"
"80123742","14"
"80123742","8"
"81197399","6"
"81197399","20"
"81197399","30"
"81000863","19"
"81000863","10"
"70082255","13"
"70082255","8"
"80197912","37"
"80197912","24"
"80197912","38"
"80117454","18"
"80095197","14"
"80095197","8"
"80045783","2"
"80045783","14"
"80045783","16"
"81185502","6"
"81185502","20"
"81185502","30"
"81123469","14"
"81123469","40"
"80211622","14"
"80211622","8"
"80211622","26"
"80990221","14"
"80990221","8"
"80202352","13"
"80202352","9"
"80235268","2"
"80235268","14"
"80235268","8"
"80992500","2"
"80992500","8"
"80992500","17"
"80241061","18"
"80185048","5"
"80185048","11"
"80185048","6"
"81025088","14"
"81025088","8"
"81025088","10"
"80173479","14"
"80173479","16"
"80081372","14"
"80081372","8"
"81136744","19"
"81136744","9"
"81136744","10"
"80221210","5"
"80221210","6"
"80221210","22"
"80182014","2"
"80182014","14"
"81010786","5"
"81010786","6"
"81010786","7"
"81078456","18"
"81105406","5"
"81105406","6"
"81105406","7"
"81121023","8"
"81061828","6"
"81061828","27"
"81062582","6"
"81062582","27"
"81062582","7"
"81017316","27"
"81017316","21"
"81017316","35"
"81018455","19"
"81018455","16"
"81018455","10"
"81110383","2"
"81110383","14"
"81110383","8"
"81200228","6"
"81200228","28"
"81200228","24"
"70218316","4"
"70218316","21"
"80995073","37"
"80995073","21"
"81018183","18"
"80219941","18"
"80064515","13"
"80064515","10"
"80062011","1"
"80197462","28"
"80197462","21"
"80197462","35"
"81034741","18"
"81034741","26"
"81075461","19"
"81075461","8"
"80205231","13"
"80205231","14"
"80205231","8"
"80235864","25"
"80235864","5"
"80235864","6"
"80158919","3"
"80135414","22"
"80135414","35"
"80135414","24"
"70299286","18"
"70258566","4"
"70258566","21"
"80017261","13"
"80017261","14"
"81038022","11"
"80186796","18"
"81071891","13"
"81071891","8"
"80224536","3"
"81017545","6"
"81017545","20"
"81017545","22"
"80994444","13"
"80994444","9"
"80017286","2"
"80017286","14"
"80017286","16"
"70295169","13"
"70295169","16"
"80039050","2"
"80039050","14"
"80039050","16"
"81027753","18"
"81027753","3"
"15815343","15"
"15815343","19"
"15815343","16"
"70295176","13"
"80131240","18"
"70170182","14"
"70170182","8"
"70082633","14"
"70082633","8"
"70082633","10"
"70049619","8"
"70049619","26"
"70049619","17"
"80211135","14"
"80211135","8"
"80211135","26"
"70109884","8"
"70109884","26"
"70109884","17"
"70176967","14"
"70176967","8"
"70176967","40"
"70198040","2"
"70198040","8"
"70198040","17"
"80038442","2"
"80038442","16"
"80091310","13"
"80091310","2"
"80091310","16"
"70114484","1"
"70114484","14"
"70114484","8"
"80169350","5"
"80169350","6"
"80169350","22"
"80066079","22"
"80066079","23"
"80117443","3"
"80010717","3"
"81020005","2"
"81020005","8"
"81020005","17"
"81035748","14"
"81035748","31"
"80135164","14"
"80135164","10"
"70167128","18"
"80118101","18"
"80184569","5"
"80184569","11"
"80184569","6"
"80113669","13"
"80222133","27"
"81029301","25"
"81029301","11"
"81029301","6"
"81025218","6"
"81025218","27"
"81025251","5"
"81025251","11"
"81025251","6"
"80224490","25"
"80224490","27"
"81025309","27"
"81025263","25"
"81025263","11"
"81025263","6"
"81025361","25"
"81025361","6"
"81025361","27"
"81025317","27"
"80209609","11"
"81094801","2"
"81094801","8"
"81094801","17"
"81191195","18"
"80218973","13"
"80235999","2"
"80235999","26"
"80215419","3"
"80236359","25"
"80236359","11"
"80236359","21"
"70118860","18"
"80017240","2"
"70118859","2"
"70118859","18"
"80236356","2"
"80236356","18"
"80236778","2"
"80236470","18"
"70213237","25"
"70213237","11"
"80236357","6"
"80236357","21"
"699257","39"
"699257","2"
"699257","15"
"80237311","25"
"80237311","21"
"80236574","2"
"80988048","18"
"80039069","2"
"80039069","14"
"80039069","16"
"80046779","3"
"80995687","1"
"80995687","2"
"60001650","13"
"60001650","2"
"60001650","9"
"81172848","2"
"81172848","14"
"81172848","8"
"81034575","14"
"81034575","8"
"81034575","10"
"81025800","6"
"81025800","20"
"81025800","21"
"81003997","11"
"81003997","6"
"81003997","12"
"80207486","4"
"80207486","21"
"80226951","36"
"80216677","36"
"80232279","1"
"80232279","2"
"80239666","13"
"80239666","8"
"80239666","9"
"81011973","14"
"81011973","8"
"81031037","36"
"80144152","13"
"80144152","8"
"81035749","14"
"81035749","31"
"81035750","14"
"81035750","31"
"81035751","14"
"81035751","31"
"80148162","13"
"80148162","8"
"80211465","25"
"80211465","6"
"80211465","20"
"80171705","2"
"80171705","8"
"80171705","17"
"81172729","2"
"81172729","8"
"81172729","17"
"81172895","14"
"81172895","8"
"81172895","10"
"80206910","19"
"81172905","14"
"81172905","8"
"80217627","25"
"80217627","6"
"80217627","27"
"80178724","21"
"80178724","22"
"81020066","4"
"81020066","21"
"81193245","4"
"81193245","32"
"81172723","14"
"81172723","8"
"80990336","2"
"80990336","14"
"80990336","8"
"81172909","13"
"81172909","14"
"81172909","8"
"80214706","18"
"80994011","2"
"80994011","14"
"80208910","11"
"80208910","12"
"81172902","14"
"81172902","8"
"80998890","2"
"80998890","14"
"80998890","8"
"81047903","14"
"81047903","31"
"81047903","8"
"81026343","14"
"81026343","8"
"81026343","10"
"80208635","1"
"80208635","18"
"80208635","8"
"70125931","1"
"70125931","14"
"80222326","4"
"80222326","23"
"70235768","1"
"70235768","2"
"80177406","3"
"81077044","6"
"81077044","32"
"81077044","20"
"81081656","18"
"81187847","18"
"81053240","3"
"81167011","6"
"81167011","32"
"81167011","20"
"80043834","19"
"81157840","18"
"81157840","40"
"80244900","3"
"80211134","13"
"80211134","8"
"70271601","14"
"70271601","10"
"80136786","6"
"80136786","22"
"80136788","6"
"80136788","20"
"80136788","22"
"80136787","6"
"80136787","22"
"80136454","6"
"80136454","20"
"80136454","21"
"80204433","14"
"80204433","8"
"80204433","26"
"80089199","18"
"80089199","8"
"80043049","3"
"80044545","14"
"80044545","16"
"80070182","14"
"80070182","16"
"80070182","9"
"80992769","14"
"80992769","10"
"81191228","14"
"81191228","16"
"81191228","8"
"81154549","11"
"81154549","6"
"81154549","12"
"81192594","4"
"81006356","6"
"81025935","14"
"81025935","8"
"81020508","14"
"81020508","8"
"80241004","25"
"80241004","6"
"80241004","27"
"80201824","8"
"80201824","10"
"80203782","14"
"80203782","16"
"80203782","8"
"80201829","14"
"80201829","8"
"80201829","10"
"80126016","18"
"80126016","8"
"80202089","14"
"80202089","8"
"80203789","14"
"80203789","8"
"80193423","18"
"80193423","8"
"80201825","14"
"80201825","16"
"80201825","8"
"80202376","4"
"80202376","21"
"80028360","14"
"80028360","16"
"80028360","8"
"80203783","19"
"80203783","8"
"80142617","10"
"80201823","14"
"80201823","8"
"80201823","26"
"80190841","14"
"80190841","16"
"80190841","8"
"80115858","13"
"80115858","2"
"80115858","8"
"80183199","4"
"80158547","2"
"80158547","14"
"80158547","8"
"80206827","2"
"80206827","8"
"80206827","17"
"80202090","13"
"80202090","8"
"80202090","17"
"80203790","2"
"80203790","8"
"80203790","17"
"80158391","14"
"80158391","8"
"80201822","13"
"80201822","14"
"80201822","8"
"80211540","18"
"80123743","2"
"80123743","8"
"80123743","40"
"70258995","13"
"70258995","29"
"70258995","8"
"70208801","13"
"70208801","29"
"70208801","9"
"70260383","13"
"70260383","29"
"70260383","9"
"80123744","2"
"80123744","8"
"80123744","17"
"70204970","33"
"70204970","5"
"70204970","6"
"70105699","13"
"70105699","29"
"70105699","8"
"70124999","13"
"70124999","29"
"70124999","8"
"80088507","4"
"80080727","5"
"80080727","6"
"80080727","22"
"80990869","3"
"80187205","2"
"80187205","8"
"80187205","17"
"80097472","18"
"80075009","14"
"80075009","8"
"80075009","10"
"70293417","11"
"70293417","37"
"70280748","3"
"81034012","14"
"81034012","8"
"81191500","5"
"81191500","6"
"81191500","32"
"81019031","14"
"81019031","8"
"81019031","40"
"80180544","6"
"80180544","22"
"80148070","2"
"80148070","14"
"80148070","8"
"80183198","3"
"80158844","18"
"80164456","2"
"80164456","19"
"80174434","2"
"80174434","14"
"80174434","16"
"80075476","2"
"80158148","19"
"80158148","8"
"80158148","10"
"80239565","19"
"80239565","8"
"80239565","9"
"80216844","18"
"80216844","34"
"80187722","11"
"81021082","19"
"81021082","8"
"80191047","18"
"80191047","26"
"80201868","21"
"80201868","24"
"80189221","22"
"80189221","35"
"80189221","24"
"80240972","14"
"80240972","16"
"80103282","2"
"80103282","8"
"80103282","17"
"80134526","2"
"80134526","16"
"80134526","8"
"80127559","26"
"80005501","1"
"80005501","9"
"81078819","14"
"81078819","10"
"80223997","10"
"81191666","14"
"81191666","8"
"81133621","14"
"81133621","8"
"81133621","10"
"81038598","19"
"81038598","8"
"81016322","14"
"81016322","8"
"81015994","5"
"81015994","6"
"81015994","22"
"80198288","11"
"81172568","33"
"81172568","4"
"81171871","8"
"81171871","26"
"81019771","33"
"81019771","6"
"81003880","5"
"81003880","6"
"81003880","22"
"81015317","15"
"81015317","19"
"81015317","16"
"80205204","3"
"70245168","25"
"70245168","11"
"70245168","12"
"70235731","25"
"70235731","11"
"70235731","6"
"80003481","3"
"81103033","19"
"60002273","10"
"70297962","1"
"269880","13"
"269880","2"
"60029167","13"
"60029167","2"
"60020891","14"
"347365","15"
"347365","19"
"60003242","13"
"60003242","2"
"60027726","13"
"60027726","2"
"81166946","6"
"81166946","32"
"81166946","20"
"81167065","6"
"81167065","32"
"81167065","20"
"81113888","6"
"81113888","20"
"81113888","21"
"70023961","14"
"70023961","16"
"60027716","2"
"70287957","1"
"70287957","9"
"81113890","6"
"81113890","21"
"81168345","2"
"81168345","14"
"81168345","16"
"60020892","13"
"81164752","14"
"81164752","8"
"81164752","17"
"81113886","6"
"81113886","21"
"81113886","22"
"60028097","1"
"60028097","2"
"70065112","2"
"70065112","17"
"70083108","2"
"70083108","15"
"70184050","14"
"70184050","17"
"81168347","39"
"81168347","14"
"81168347","8"
"81003460","19"
"81113887","6"
"81113887","21"
"70095135","9"
"70095135","10"
"81191254","18"
"81191254","8"
"81191254","40"
"81179400","1"
"60023597","13"
"60023597","2"
"60023597","9"
"81036448","4"
"81036448","32"
"81002876","3"
"70058017","2"
"70058017","17"
"70058024","13"
"70058024","2"
"70011211","13"
"70011211","2"
"70271599","18"
"70271599","26"
"70020699","39"
"70020699","14"
"70020699","40"
"60003540","1"
"60003540","2"
"1181550","19"
"70170051","18"
"70170051","8"
"70170051","40"
"80987077","5"
"80987077","6"
"80987077","32"
"70021630","13"
"81043753","19"
"81043753","8"
"60001761","13"
"60001761","9"
"70041963","13"
"70041963","9"
"70058025","1"
"70058025","2"
"70058025","40"
"70128696","13"
"70128696","2"
"70128696","17"
"70077542","2"
"70077542","14"
"81168342","2"
"81168342","15"
"81168342","8"
"81165772","19"
"81165772","8"
"81165772","10"
"510854","1"
"510854","2"
"60000921","1"
"60000921","2"
"60000921","17"
"80188730","6"
"80188730","32"
"80188730","20"
"81167083","6"
"81167083","32"
"81167083","20"
"81168343","14"
"81168343","8"
"70044605","14"
"18021979","1"
"18021979","2"
"81168344","14"
"81168344","16"
"81168344","8"
"70020750","2"
"70020750","14"
"70020750","16"
"70105596","14"
"70105596","17"
"70105596","9"
"60037022","2"
"60037022","15"
